"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Brazil","Rondonia","state",2017-01-01,2017-12-30,NA,141,NA,"total=141","EpiBulletin",""
"Zika","Brazil","Acre","state",2017-01-01,2017-12-30,NA,40,NA,"total=40","EpiBulletin",""
"Zika","Brazil","Amazonas","state",2017-01-01,2017-12-30,NA,429,NA,"total=429","EpiBulletin",""
"Zika","Brazil","Roraima","state",2017-01-01,2017-12-30,NA,203,NA,"total=203","EpiBulletin",""
"Zika","Brazil","Para","state",2017-01-01,2017-12-30,NA,688,NA,"total=688","EpiBulletin",""
"Zika","Brazil","Amapa","state",2017-01-01,2017-12-30,NA,11,NA,"total=11","EpiBulletin",""
"Zika","Brazil","Tocantins","state",2017-01-01,2017-12-30,NA,689,NA,"total=689","EpiBulletin",""
"Zika","Brazil","Maranhao","state",2017-01-01,2017-12-30,NA,516,NA,"total=516","EpiBulletin",""
"Zika","Brazil","Piaui","state",2017-01-01,2017-12-30,NA,154,NA,"total=154","EpiBulletin",""
"Zika","Brazil","Ceara","state",2017-01-01,2017-12-30,NA,1503,NA,"total=1503","EpiBulletin",""
"Zika","Brazil","Rio_Grande_do_Norte","state",2017-01-01,2017-12-30,NA,460,NA,"total=460","EpiBulletin",""
"Zika","Brazil","Paraiba","state",2017-01-01,2017-12-30,NA,115,NA,"total=115","EpiBulletin",""
"Zika","Brazil","Pernambuco","state",2017-01-01,2017-12-30,NA,39,NA,"total=39","EpiBulletin",""
"Zika","Brazil","Alagoas","state",2017-01-01,2017-12-30,NA,249,NA,"total=249","EpiBulletin",""
"Zika","Brazil","Sergipe","state",2017-01-01,2017-12-30,NA,17,NA,"total=17","EpiBulletin",""
"Zika","Brazil","Bahia","state",2017-01-01,2017-12-30,NA,2217,NA,"total=2217","EpiBulletin",""
"Zika","Brazil","Minas_Gerais","state",2017-01-01,2017-12-30,NA,758,NA,"total=758","EpiBulletin",""
"Zika","Brazil","Espirito_Santo","state",2017-01-01,2017-12-30,NA,352,NA,"total=352","EpiBulletin",""
"Zika","Brazil","Rio_de_Janeiro","state",2017-01-01,2017-12-30,NA,2210,NA,"total=2210","EpiBulletin",""
"Zika","Brazil","Sao_Paulo","state",2017-01-01,2017-12-30,NA,412,NA,"total=412","EpiBulletin",""
"Zika","Brazil","Parana","state",2017-01-01,2017-12-30,NA,61,NA,"total=61","EpiBulletin",""
"Zika","Brazil","Santa_Catarina","state",2017-01-01,2017-12-30,NA,20,NA,"total=20","EpiBulletin",""
"Zika","Brazil","Rio_Grande_do_Sul","state",2017-01-01,2017-12-30,NA,12,NA,"total=12","EpiBulletin",""
"Zika","Brazil","Mato_Grosso_do_Sul","state",2017-01-01,2017-12-30,NA,76,NA,"total=76","EpiBulletin",""
"Zika","Brazil","Mato_Grosso","state",2017-01-01,2017-12-30,NA,2148,NA,"total=2148","EpiBulletin",""
"Zika","Brazil","Goias","state",2017-01-01,2017-12-30,NA,3867,NA,"total=3867","EpiBulletin",""
"Zika","Brazil","Distrito_Federal","state",2017-01-01,2017-12-30,NA,65,NA,"total=65","EpiBulletin",""
