"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Brazil","Rondonia","state",2017-12-31,2018-07-14,NA,9,NA,"total=9","EpiBulletin",""
"Zika","Brazil","Acre","state",2017-12-31,2018-07-14,NA,17,NA,"total=17","EpiBulletin",""
"Zika","Brazil","Amazonas","state",2017-12-31,2018-07-14,NA,282,NA,"total=282","EpiBulletin",""
"Zika","Brazil","Roraima","state",2017-12-31,2018-07-14,NA,15,NA,"total=15","EpiBulletin",""
"Zika","Brazil","Para","state",2017-12-31,2018-07-14,NA,274,NA,"total=274","EpiBulletin",""
"Zika","Brazil","Amapa","state",2017-12-31,2018-07-14,NA,12,NA,"total=12","EpiBulletin",""
"Zika","Brazil","Tocantins","state",2017-12-31,2018-07-14,NA,160,NA,"total=160","EpiBulletin",""
"Zika","Brazil","Maranhao","state",2017-12-31,2018-07-14,NA,83,NA,"total=83","EpiBulletin",""
"Zika","Brazil","Piaui","state",2017-12-31,2018-07-14,NA,10,NA,"total=10","EpiBulletin",""
"Zika","Brazil","Ceara","state",2017-12-31,2018-07-14,NA,132,NA,"total=132","EpiBulletin",""
"Zika","Brazil","Rio_Grande_do_Norte","state",2017-12-31,2018-07-14,NA,296,NA,"total=296","EpiBulletin",""
"Zika","Brazil","Paraiba","state",2017-12-31,2018-07-14,NA,178,NA,"total=178","EpiBulletin",""
"Zika","Brazil","Pernambuco","state",2017-12-31,2018-07-14,NA,86,NA,"total=86","EpiBulletin",""
"Zika","Brazil","Alagoas","state",2017-12-31,2018-07-14,NA,94,NA,"total=94","EpiBulletin",""
"Zika","Brazil","Sergipe","state",2017-12-31,2018-07-14,NA,7,NA,"total=7","EpiBulletin",""
"Zika","Brazil","Bahia","state",2017-12-31,2018-07-14,NA,604,NA,"total=604","EpiBulletin",""
"Zika","Brazil","Minas_Gerais","state",2017-12-31,2018-07-14,NA,192,NA,"total=192","EpiBulletin",""
"Zika","Brazil","Espirito_Santo","state",2017-12-31,2018-07-14,NA,149,NA,"total=149","EpiBulletin",""
"Zika","Brazil","Rio_de_Janeiro","state",2017-12-31,2018-07-14,NA,1661,NA,"total=1661","EpiBulletin",""
"Zika","Brazil","Sao_Paulo","state",2017-12-31,2018-07-14,NA,249,NA,"total=249","EpiBulletin",""
"Zika","Brazil","Parana","state",2017-12-31,2018-07-14,NA,18,NA,"total=18","EpiBulletin",""
"Zika","Brazil","Santa_Catarina","state",2017-12-31,2018-07-14,NA,8,NA,"total=8","EpiBulletin",""
"Zika","Brazil","Rio_Grande_do_Sul","state",2017-12-31,2018-07-14,NA,7,NA,"total=7","EpiBulletin",""
"Zika","Brazil","Mato_Grosso_do_Sul","state",2017-12-31,2018-07-14,NA,57,NA,"total=57","EpiBulletin",""
"Zika","Brazil","Mato_Grosso","state",2017-12-31,2018-07-14,NA,531,NA,"total=531","EpiBulletin",""
"Zika","Brazil","Goias","state",2017-12-31,2018-07-14,NA,789,NA,"total=789","EpiBulletin",""
"Zika","Brazil","Distrito_Federal","state",2017-12-31,2018-07-14,NA,21,NA,"total=21","EpiBulletin",""
