report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,189,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,12,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,940,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,5,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,1301,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,16,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,513,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,543,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,6,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,236,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,485,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,306,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,181,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,429,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,105,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,17552,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,3551,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,1018,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,26973,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,971,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,251,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,21,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,34,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,657,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,14189,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,989,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,80,cases
