report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,75,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,15,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,188,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,57,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,518,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,3,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,192,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,238,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,6,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,437,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,128,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,52,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,13,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,52,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,811,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,353,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,125,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,1166,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,106,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,20,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,6,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,6,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,11,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,928,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,1410,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,18,cases
