report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,107,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,26,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,376,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,174,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,606,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,9,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,563,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,438,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,141,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,1419,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,291,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,86,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,19,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,134,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,10,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,1811,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,663,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,302,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,2179,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,216,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,33,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,9,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,38,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,1950,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,3559,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,47,cases
