report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,101,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,23,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,381,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,184,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,609,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,9,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,551,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,456,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,88,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,1378,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,310,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,89,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,19,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,141,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,10,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,1910,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,648,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,301,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,2213,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,190,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,38,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,10,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,41,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,1947,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,3661,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,43,cases
