report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,95,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,21,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,294,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,113,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,565,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,5,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,343,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,321,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,44,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,1040,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,210,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,71,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,17,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,90,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,9,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,1122,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,514,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,251,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,1701,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,161,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,28,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,7,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,22,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,1560,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,2202,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,28,cases
