report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,90,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,21,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,285,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,109,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,563,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,5,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,318,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,308,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,40,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,960,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,195,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,71,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,16,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,82,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,9,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,1078,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,499,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,242,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,1653,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,153,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,28,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,7,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,20,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,1488,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,2011,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,27,cases
