report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,108,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,23,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,397,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,196,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,620,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,9,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,561,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,489,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,91,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,1397,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,354,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,102,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,23,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,160,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,13,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,2024,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,657,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,312,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,2265,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,197,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,40,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,9,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,12,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,46,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,1996,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,3722,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,46,cases
