report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,111,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,24,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,398,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,197,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,627,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,9,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,567,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,502,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,91,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,1404,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,380,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,105,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,23,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,168,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,13,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,2078,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,669,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,317,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,2302,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,209,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,41,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,12,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,12,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,51,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,2027,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,3747,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,47,cases
