report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,100,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,22,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,319,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,118,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,575,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,6,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,408,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,339,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,71,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,1192,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,225,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,71,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,17,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,99,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,9,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,1230,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,553,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,261,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,1847,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,179,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,29,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,27,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,1685,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,2557,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,33,cases
