report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,80,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,17,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,217,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,73,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,534,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,4,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,214,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,257,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,540,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,142,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,54,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,15,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,56,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,853,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,394,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,156,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,1277,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,119,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,22,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,6,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,6,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,12,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,1071,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,1533,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,20,cases
