report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,59,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,14,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,118,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,21,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,448,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,3,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,93,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,143,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,2,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,207,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,83,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,22,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,10,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,37,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,7,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,569,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,188,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,62,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,793,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,65,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,15,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,4,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,6,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,2,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,414,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,863,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,15,cases
