"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Chik","Colombia","Amazonas","province",2016-01-03,2016-01-09,NA,0,NA,"clinical=0;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Caqueta","province",2016-01-03,2016-01-09,NA,57,NA,"clinical=57;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Guainia","province",2016-01-03,2016-01-09,NA,0,NA,"clinical=0;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Guaviare","province",2016-01-03,2016-01-09,NA,0,NA,"clinical=0;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Vaupes","province",2016-01-03,2016-01-09,NA,0,NA,"clinical=0;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Putumayo","province",2016-01-03,2016-01-09,NA,24,NA,"clinical=24;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Antioquia","province",2016-01-03,2016-01-09,NA,32,NA,"clinical=32;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Bogota","province",2016-01-03,2016-01-09,NA,5,NA,"clinical=0;lab=0;suspicious=5","EpiBulletin",""
"Chik","Colombia","Caldas","province",2016-01-03,2016-01-09,NA,3,NA,"clinical=3;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cundinamarca","province",2016-01-03,2016-01-09,NA,63,NA,"clinical=61;lab=0;suspicious=2","EpiBulletin",""
"Chik","Colombia","Huila","province",2016-01-03,2016-01-09,NA,57,NA,"clinical=57;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Quindio","province",2016-01-03,2016-01-09,NA,24,NA,"clinical=24;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Risaralda","province",2016-01-03,2016-01-09,NA,29,NA,"clinical=29;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Tolima","province",2016-01-03,2016-01-09,NA,100,NA,"clinical=98;lab=0;suspicious=2","EpiBulletin",""
"Chik","Colombia","Boyaca","province",2016-01-03,2016-01-09,NA,10,NA,"clinical=9;lab=0;suspicious=1","EpiBulletin",""
"Chik","Colombia","Norte_Santander","province",2016-01-03,2016-01-09,NA,20,NA,"clinical=18;lab=0;suspicious=2","EpiBulletin",""
"Chik","Colombia","Santander","province",2016-01-03,2016-01-09,NA,29,NA,"clinical=29;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Arauca","province",2016-01-03,2016-01-09,NA,4,NA,"clinical=4;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Casanare","province",2016-01-03,2016-01-09,NA,3,NA,"clinical=3;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Meta","province",2016-01-03,2016-01-09,NA,7,NA,"clinical=7;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Vichada","province",2016-01-03,2016-01-09,NA,2,NA,"clinical=2;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cauca","province",2016-01-03,2016-01-09,NA,11,NA,"clinical=11;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Choco","province",2016-01-03,2016-01-09,NA,0,NA,"clinical=0;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Narino","province",2016-01-03,2016-01-09,NA,2,NA,"clinical=1;lab=0;suspicious=1","EpiBulletin",""
"Chik","Colombia","Valle","province",2016-01-03,2016-01-09,NA,114,NA,"clinical=114;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Atlantico","province",2016-01-03,2016-01-09,NA,7,NA,"clinical=7;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Barranquilla","province",2016-01-03,2016-01-09,NA,25,NA,"clinical=25;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Bolivar","province",2016-01-03,2016-01-09,NA,1,NA,"clinical=1;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cartagena","province",2016-01-03,2016-01-09,NA,1,NA,"clinical=1;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cesar","province",2016-01-03,2016-01-09,NA,14,NA,"clinical=14;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cordoba","province",2016-01-03,2016-01-09,NA,21,NA,"clinical=21;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Guajira","province",2016-01-03,2016-01-09,NA,0,NA,"clinical=0;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Magdalena","province",2016-01-03,2016-01-09,NA,2,NA,"clinical=2;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","San_Andres","province",2016-01-03,2016-01-09,NA,0,NA,"clinical=0;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Santa_Marta","province",2016-01-03,2016-01-09,NA,2,NA,"clinical=2;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Sucre","province",2016-01-03,2016-01-09,NA,13,NA,"clinical=13;lab=0;suspicious=0","EpiBulletin",""
