"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Chik","Colombia","Amazonas","province",2015-01-04,2015-02-28,NA,17,NA,"clinical=0;lab=1;suspicious=16","EpiBulletin",""
"Chik","Colombia","Caqueta","province",2015-01-04,2015-02-28,NA,258,NA,"clinical=57;lab=1;suspicious=200","EpiBulletin",""
"Chik","Colombia","Guainia","province",2015-01-04,2015-02-28,NA,7,NA,"clinical=0;lab=0;suspicious=7","EpiBulletin",""
"Chik","Colombia","Guaviare","province",2015-01-04,2015-02-28,NA,7,NA,"clinical=0;lab=0;suspicious=7","EpiBulletin",""
"Chik","Colombia","Vaupes","province",2015-01-04,2015-02-28,NA,0,NA,"clinical=0;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Putumayo","province",2015-01-04,2015-02-28,NA,126,NA,"clinical=100;lab=24;suspicious=2","EpiBulletin",""
"Chik","Colombia","Antioquia","province",2015-01-04,2015-02-28,NA,7341,NA,"clinical=7153;lab=47;suspicious=141","EpiBulletin",""
"Chik","Colombia","Bogota","province",2015-01-04,2015-02-28,NA,241,NA,"clinical=0;lab=1;suspicious=240","EpiBulletin",""
"Chik","Colombia","Caldas","province",2015-01-04,2015-02-28,NA,2043,NA,"clinical=2010;lab=14;suspicious=19","EpiBulletin",""
"Chik","Colombia","Cundinamarca","province",2015-01-04,2015-02-28,NA,11292,NA,"clinical=10855;lab=52;suspicious=385","EpiBulletin",""
"Chik","Colombia","Huila","province",2015-01-04,2015-02-28,NA,20634,NA,"clinical=20443;lab=37;suspicious=154","EpiBulletin",""
"Chik","Colombia","Quindio","province",2015-01-04,2015-02-28,NA,138,NA,"clinical=136;lab=1;suspicious=1","EpiBulletin",""
"Chik","Colombia","Risaralda","province",2015-01-04,2015-02-28,NA,60,NA,"clinical=55;lab=4;suspicious=1","EpiBulletin",""
"Chik","Colombia","Tolima","province",2015-01-04,2015-02-28,NA,20880,NA,"clinical=17746;lab=38;suspicious=3096","EpiBulletin",""
"Chik","Colombia","Boyaca","province",2015-01-04,2015-02-28,NA,107,NA,"clinical=16;lab=8;suspicious=83","EpiBulletin",""
"Chik","Colombia","Norte_Santander","province",2015-01-04,2015-02-28,NA,29744,NA,"clinical=29195;lab=344;suspicious=205","EpiBulletin",""
"Chik","Colombia","Santander","province",2015-01-04,2015-02-28,NA,1931,NA,"clinical=1815;lab=11;suspicious=105","EpiBulletin",""
"Chik","Colombia","Arauca","province",2015-01-04,2015-02-28,NA,1547,NA,"clinical=243;lab=3;suspicious=1301","EpiBulletin",""
"Chik","Colombia","Casanare","province",2015-01-04,2015-02-28,NA,1145,NA,"clinical=1110;lab=2;suspicious=33","EpiBulletin",""
"Chik","Colombia","Meta","province",2015-01-04,2015-02-28,NA,852,NA,"clinical=645;lab=4;suspicious=203","EpiBulletin",""
"Chik","Colombia","Vichada","province",2015-01-04,2015-02-28,NA,27,NA,"clinical=0;lab=0;suspicious=27","EpiBulletin",""
"Chik","Colombia","Cauca","province",2015-01-04,2015-02-28,NA,461,NA,"clinical=65;lab=6;suspicious=390","EpiBulletin",""
"Chik","Colombia","Choco","province",2015-01-04,2015-02-28,NA,87,NA,"clinical=1;lab=2;suspicious=84","EpiBulletin",""
"Chik","Colombia","Narino","province",2015-01-04,2015-02-28,NA,63,NA,"clinical=44;lab=3;suspicious=16","EpiBulletin",""
"Chik","Colombia","Valle","province",2015-01-04,2015-02-28,NA,10358,NA,"clinical=10329;lab=24;suspicious=5","EpiBulletin",""
"Chik","Colombia","Atlantico","province",2015-01-04,2015-02-28,NA,3404,NA,"clinical=3341;lab=32;suspicious=31","EpiBulletin",""
"Chik","Colombia","Barranquilla","province",2015-01-04,2015-02-28,NA,7137,NA,"clinical=7121;lab=16;suspicious=0","EpiBulletin",""
"Chik","Colombia","Bolivar","province",2015-01-04,2015-02-28,NA,18551,NA,"clinical=18249;lab=302;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cartagena","province",2015-01-04,2015-02-28,NA,12570,NA,"clinical=12541;lab=29;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cesar","province",2015-01-04,2015-02-28,NA,2927,NA,"clinical=2877;lab=35;suspicious=15","EpiBulletin",""
"Chik","Colombia","Cordoba","province",2015-01-04,2015-02-28,NA,15784,NA,"clinical=15679;lab=91;suspicious=14","EpiBulletin",""
"Chik","Colombia","Guajira","province",2015-01-04,2015-02-28,NA,11018,NA,"clinical=10934;lab=46;suspicious=38","EpiBulletin",""
"Chik","Colombia","Magdalena","province",2015-01-04,2015-02-28,NA,5609,NA,"clinical=5236;lab=30;suspicious=343","EpiBulletin",""
"Chik","Colombia","San_Andres","province",2015-01-04,2015-02-28,NA,600,NA,"clinical=587;lab=5;suspicious=8","EpiBulletin",""
"Chik","Colombia","Santa_Marta","province",2015-01-04,2015-02-28,NA,5688,NA,"clinical=5678;lab=10;suspicious=0","EpiBulletin",""
"Chik","Colombia","Sucre","province",2015-01-04,2015-02-28,NA,19943,NA,"clinical=19845;lab=95;suspicious=3","EpiBulletin",""
