"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Chik","Colombia","Valle","province",2016-01-03,2016-06-04,NA,3422,NA,"clinical=3403;lab=19;suspicious=0","EpiBulletin",""
"Chik","Colombia","Santander","province",2016-01-03,2016-06-04,NA,1851,NA,"clinical=1812;lab=16;suspicious=23","EpiBulletin",""
"Chik","Colombia","Tolima","province",2016-01-03,2016-06-04,NA,1482,NA,"clinical=1450;lab=12;suspicious=20","EpiBulletin",""
"Chik","Colombia","Cundinamarca","province",2016-01-03,2016-06-04,NA,1185,NA,"clinical=1145;lab=14;suspicious=26","EpiBulletin",""
"Chik","Colombia","Risaralda","province",2016-01-03,2016-06-04,NA,1149,NA,"clinical=1149;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Meta","province",2016-01-03,2016-06-04,NA,1035,NA,"clinical=1030;lab=5;suspicious=0","EpiBulletin",""
"Chik","Colombia","Huila","province",2016-01-03,2016-06-04,NA,920,NA,"clinical=916;lab=4;suspicious=0","EpiBulletin",""
"Chik","Colombia","Antioquia","province",2016-01-03,2016-06-04,NA,706,NA,"clinical=679;lab=16;suspicious=11","EpiBulletin",""
"Chik","Colombia","Barranquilla","province",2016-01-03,2016-06-04,NA,688,NA,"clinical=687;lab=1;suspicious=0","EpiBulletin",""
"Chik","Colombia","Putumayo","province",2016-01-03,2016-06-04,NA,510,NA,"clinical=504;lab=6;suspicious=0","EpiBulletin",""
"Chik","Colombia","Caqueta","province",2016-01-03,2016-06-04,NA,495,NA,"clinical=490;lab=2;suspicious=3","EpiBulletin",""
"Chik","Colombia","Quindio","province",2016-01-03,2016-06-04,NA,442,NA,"clinical=439;lab=3;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cordoba","province",2016-01-03,2016-06-04,NA,391,NA,"clinical=389;lab=2;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cauca","province",2016-01-03,2016-06-04,NA,297,NA,"clinical=292;lab=3;suspicious=2","EpiBulletin",""
"Chik","Colombia","Arauca","province",2016-01-03,2016-06-04,NA,210,NA,"clinical=209;lab=1;suspicious=0","EpiBulletin",""
"Chik","Colombia","Casanare","province",2016-01-03,2016-06-04,NA,206,NA,"clinical=206;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Boyaca","province",2016-01-03,2016-06-04,NA,191,NA,"clinical=174;lab=0;suspicious=17","EpiBulletin",""
"Chik","Colombia","Norte_Santander","province",2016-01-03,2016-06-04,NA,152,NA,"clinical=145;lab=0;suspicious=7","EpiBulletin",""
"Chik","Colombia","Guaviare","province",2016-01-03,2016-06-04,NA,140,NA,"clinical=139;lab=0;suspicious=1","EpiBulletin",""
"Chik","Colombia","Cesar","province",2016-01-03,2016-06-04,NA,127,NA,"clinical=126;lab=1;suspicious=0","EpiBulletin",""
"Chik","Colombia","Sucre","province",2016-01-03,2016-06-04,NA,115,NA,"clinical=115;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Caldas","province",2016-01-03,2016-06-04,NA,115,NA,"clinical=111;lab=0;suspicious=4","EpiBulletin",""
"Chik","Colombia","Santa_Marta","province",2016-01-03,2016-06-04,NA,97,NA,"clinical=93;lab=4;suspicious=0","EpiBulletin",""
"Chik","Colombia","Atlantico","province",2016-01-03,2016-06-04,NA,86,NA,"clinical=86;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Narino","province",2016-01-03,2016-06-04,NA,59,NA,"clinical=34;lab=1;suspicious=24","EpiBulletin",""
"Chik","Colombia","Bolivar","province",2016-01-03,2016-06-04,NA,30,NA,"clinical=30;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Guainia","province",2016-01-03,2016-06-04,NA,27,NA,"clinical=26;lab=1;suspicious=0","EpiBulletin",""
"Chik","Colombia","Vichada","province",2016-01-03,2016-06-04,NA,27,NA,"clinical=26;lab=1;suspicious=0","EpiBulletin",""
"Chik","Colombia","Buenaventura","province",2016-01-03,2016-06-04,NA,24,NA,"clinical=24;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cartagena","province",2016-01-03,2016-06-04,NA,22,NA,"clinical=22;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Amazonas","province",2016-01-03,2016-06-04,NA,20,NA,"clinical=17;lab=0;suspicious=3","EpiBulletin",""
"Chik","Colombia","Exterior","province",2016-01-03,2016-06-04,NA,18,NA,"clinical=0;lab=1;suspicious=17","EpiBulletin",""
"Chik","Colombia","Magdalena","province",2016-01-03,2016-06-04,NA,14,NA,"clinical=14;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Guajira","province",2016-01-03,2016-06-04,NA,14,NA,"clinical=14;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Choco","province",2016-01-03,2016-06-04,NA,11,NA,"clinical=8;lab=2;suspicious=1","EpiBulletin",""
"Chik","Colombia","San_Andres","province",2016-01-03,2016-06-04,NA,11,NA,"clinical=8;lab=0;suspicious=3","EpiBulletin",""
"Chik","Colombia","Vaupes","province",2016-01-03,2016-06-04,NA,9,NA,"clinical=9;lab=0;suspicious=0","EpiBulletin",""
