"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Chik","Colombia","Amazonas","province",2015-01-04,2015-10-10,NA,19,NA,"clinical=9;lab=5;suspicious=5","EpiBulletin",""
"Chik","Colombia","Caqueta","province",2015-01-04,2015-10-10,NA,6598,NA,"clinical=6494;lab=32;suspicious=72","EpiBulletin",""
"Chik","Colombia","Guainia","province",2015-01-04,2015-10-10,NA,77,NA,"clinical=57;lab=18;suspicious=2","EpiBulletin",""
"Chik","Colombia","Guaviare","province",2015-01-04,2015-10-10,NA,1758,NA,"clinical=1730;lab=28;suspicious=0","EpiBulletin",""
"Chik","Colombia","Vaupes","province",2015-01-04,2015-10-10,NA,6,NA,"clinical=3;lab=2;suspicious=1","EpiBulletin",""
"Chik","Colombia","Putumayo","province",2015-01-04,2015-10-10,NA,600,NA,"clinical=589;lab=11;suspicious=0","EpiBulletin",""
"Chik","Colombia","Antioquia","province",2015-01-04,2015-10-10,NA,14382,NA,"clinical=14220;lab=34;suspicious=128","EpiBulletin",""
"Chik","Colombia","Bogota","province",2015-01-04,2015-10-10,NA,163,NA,"clinical=0;lab=1;suspicious=162","EpiBulletin",""
"Chik","Colombia","Caldas","province",2015-01-04,2015-10-10,NA,2954,NA,"clinical=2913;lab=23;suspicious=18","EpiBulletin",""
"Chik","Colombia","Cundinamarca","province",2015-01-04,2015-10-10,NA,17015,NA,"clinical=16772;lab=204;suspicious=39","EpiBulletin",""
"Chik","Colombia","Huila","province",2015-01-04,2015-10-10,NA,28348,NA,"clinical=28191;lab=157;suspicious=0","EpiBulletin",""
"Chik","Colombia","Quindio","province",2015-01-04,2015-10-10,NA,5343,NA,"clinical=5343;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Risaralda","province",2015-01-04,2015-10-10,NA,4447,NA,"clinical=4422;lab=25;suspicious=0","EpiBulletin",""
"Chik","Colombia","Tolima","province",2015-01-04,2015-10-10,NA,39568,NA,"clinical=39320;lab=220;suspicious=28","EpiBulletin",""
"Chik","Colombia","Boyaca","province",2015-01-04,2015-10-10,NA,779,NA,"clinical=694;lab=55;suspicious=30","EpiBulletin",""
"Chik","Colombia","Norte_Santander","province",2015-01-04,2015-10-10,NA,6122,NA,"clinical=6067;lab=50;suspicious=5","EpiBulletin",""
"Chik","Colombia","Santander","province",2015-01-04,2015-10-10,NA,10717,NA,"clinical=10614;lab=19;suspicious=84","EpiBulletin",""
"Chik","Colombia","Arauca","province",2015-01-04,2015-10-10,NA,5448,NA,"clinical=5429;lab=19;suspicious=0","EpiBulletin",""
"Chik","Colombia","Casanare","province",2015-01-04,2015-10-10,NA,15559,NA,"clinical=15488;lab=71;suspicious=0","EpiBulletin",""
"Chik","Colombia","Meta","province",2015-01-04,2015-10-10,NA,19423,NA,"clinical=19280;lab=72;suspicious=71","EpiBulletin",""
"Chik","Colombia","Vichada","province",2015-01-04,2015-10-10,NA,275,NA,"clinical=251;lab=24;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cauca","province",2015-01-04,2015-10-10,NA,3737,NA,"clinical=3656;lab=31;suspicious=50","EpiBulletin",""
"Chik","Colombia","Choco","province",2015-01-04,2015-10-10,NA,990,NA,"clinical=903;lab=19;suspicious=68","EpiBulletin",""
"Chik","Colombia","Narino","province",2015-01-04,2015-10-10,NA,1819,NA,"clinical=1746;lab=36;suspicious=37","EpiBulletin",""
"Chik","Colombia","Valle","province",2015-01-04,2015-10-10,NA,114901,NA,"clinical=114120;lab=781;suspicious=0","EpiBulletin",""
"Chik","Colombia","Atlantico","province",2015-01-04,2015-10-10,NA,1751,NA,"clinical=1751;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Barranquilla","province",2015-01-04,2015-10-10,NA,5407,NA,"clinical=5407;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Bolivar","province",2015-01-04,2015-10-10,NA,549,NA,"clinical=548;lab=1;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cartagena","province",2015-01-04,2015-10-10,NA,445,NA,"clinical=445;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cesar","province",2015-01-04,2015-10-10,NA,3695,NA,"clinical=3682;lab=13;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cordoba","province",2015-01-04,2015-10-10,NA,12533,NA,"clinical=12526;lab=7;suspicious=0","EpiBulletin",""
"Chik","Colombia","Guajira","province",2015-01-04,2015-10-10,NA,4479,NA,"clinical=4469;lab=10;suspicious=0","EpiBulletin",""
"Chik","Colombia","Magdalena","province",2015-01-04,2015-10-10,NA,2404,NA,"clinical=2402;lab=2;suspicious=0","EpiBulletin",""
"Chik","Colombia","San_Andres","province",2015-01-04,2015-10-10,NA,1106,NA,"clinical=1105;lab=1;suspicious=0","EpiBulletin",""
"Chik","Colombia","Santa_Marta","province",2015-01-04,2015-10-10,NA,1598,NA,"clinical=1593;lab=5;suspicious=0","EpiBulletin",""
"Chik","Colombia","Sucre","province",2015-01-04,2015-10-10,NA,6773,NA,"clinical=6767;lab=6;suspicious=0","EpiBulletin",""
