"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Chik","Colombia","Amazonas","province",2015-01-04,2015-02-07,NA,18,NA,"clinical=0;lab=1;suspicious=17","EpiBulletin",""
"Chik","Colombia","Caqueta","province",2015-01-04,2015-02-07,NA,108,NA,"clinical=23;lab=1;suspicious=84","EpiBulletin",""
"Chik","Colombia","Guainia","province",2015-01-04,2015-02-07,NA,7,NA,"clinical=0;lab=0;suspicious=7","EpiBulletin",""
"Chik","Colombia","Guaviare","province",2015-01-04,2015-02-07,NA,4,NA,"clinical=0;lab=0;suspicious=4","EpiBulletin",""
"Chik","Colombia","Vaupes","province",2015-01-04,2015-02-07,NA,0,NA,"clinical=0;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Putumayo","province",2015-01-04,2015-02-07,NA,107,NA,"clinical=81;lab=24;suspicious=2","EpiBulletin",""
"Chik","Colombia","Antioquia","province",2015-01-04,2015-02-07,NA,4631,NA,"clinical=4504;lab=47;suspicious=80","EpiBulletin",""
"Chik","Colombia","Bogota","province",2015-01-04,2015-02-07,NA,367,NA,"clinical=0;lab=1;suspicious=366","EpiBulletin",""
"Chik","Colombia","Caldas","province",2015-01-04,2015-02-07,NA,1795,NA,"clinical=1760;lab=14;suspicious=21","EpiBulletin",""
"Chik","Colombia","Cundinamarca","province",2015-01-04,2015-02-07,NA,9173,NA,"clinical=8934;lab=53;suspicious=186","EpiBulletin",""
"Chik","Colombia","Huila","province",2015-01-04,2015-02-07,NA,16096,NA,"clinical=15930;lab=37;suspicious=129","EpiBulletin",""
"Chik","Colombia","Quindio","province",2015-01-04,2015-02-07,NA,79,NA,"clinical=77;lab=1;suspicious=1","EpiBulletin",""
"Chik","Colombia","Risaralda","province",2015-01-04,2015-02-07,NA,35,NA,"clinical=31;lab=4;suspicious=0","EpiBulletin",""
"Chik","Colombia","Tolima","province",2015-01-04,2015-02-07,NA,12292,NA,"clinical=11070;lab=36;suspicious=1186","EpiBulletin",""
"Chik","Colombia","Boyaca","province",2015-01-04,2015-02-07,NA,76,NA,"clinical=19;lab=8;suspicious=49","EpiBulletin",""
"Chik","Colombia","Norte_Santander","province",2015-01-04,2015-02-07,NA,29090,NA,"clinical=28549;lab=344;suspicious=197","EpiBulletin",""
"Chik","Colombia","Santander","province",2015-01-04,2015-02-07,NA,1400,NA,"clinical=1310;lab=12;suspicious=78","EpiBulletin",""
"Chik","Colombia","Arauca","province",2015-01-04,2015-02-07,NA,836,NA,"clinical=126;lab=3;suspicious=707","EpiBulletin",""
"Chik","Colombia","Casanare","province",2015-01-04,2015-02-07,NA,261,NA,"clinical=250;lab=2;suspicious=9","EpiBulletin",""
"Chik","Colombia","Meta","province",2015-01-04,2015-02-07,NA,322,NA,"clinical=260;lab=4;suspicious=58","EpiBulletin",""
"Chik","Colombia","Vichada","province",2015-01-04,2015-02-07,NA,8,NA,"clinical=0;lab=0;suspicious=8","EpiBulletin",""
"Chik","Colombia","Cauca","province",2015-01-04,2015-02-07,NA,128,NA,"clinical=25;lab=6;suspicious=97","EpiBulletin",""
"Chik","Colombia","Choco","province",2015-01-04,2015-02-07,NA,11,NA,"clinical=1;lab=2;suspicious=8","EpiBulletin",""
"Chik","Colombia","Narino","province",2015-01-04,2015-02-07,NA,31,NA,"clinical=13;lab=3;suspicious=15","EpiBulletin",""
"Chik","Colombia","Valle","province",2015-01-04,2015-02-07,NA,4014,NA,"clinical=3986;lab=24;suspicious=4","EpiBulletin",""
"Chik","Colombia","Atlantico","province",2015-01-04,2015-02-07,NA,3240,NA,"clinical=3174;lab=32;suspicious=34","EpiBulletin",""
"Chik","Colombia","Barranquilla","province",2015-01-04,2015-02-07,NA,6427,NA,"clinical=6411;lab=16;suspicious=0","EpiBulletin",""
"Chik","Colombia","Bolivar","province",2015-01-04,2015-02-07,NA,18427,NA,"clinical=18125;lab=302;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cartagena","province",2015-01-04,2015-02-07,NA,12491,NA,"clinical=12463;lab=28;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cesar","province",2015-01-04,2015-02-07,NA,1793,NA,"clinical=1742;lab=35;suspicious=16","EpiBulletin",""
"Chik","Colombia","Cordoba","province",2015-01-04,2015-02-07,NA,13418,NA,"clinical=13317;lab=91;suspicious=10","EpiBulletin",""
"Chik","Colombia","Guajira","province",2015-01-04,2015-02-07,NA,10294,NA,"clinical=10222;lab=46;suspicious=26","EpiBulletin",""
"Chik","Colombia","Magdalena","province",2015-01-04,2015-02-07,NA,5474,NA,"clinical=5109;lab=30;suspicious=335","EpiBulletin",""
"Chik","Colombia","San_Andres","province",2015-01-04,2015-02-07,NA,357,NA,"clinical=346;lab=5;suspicious=6","EpiBulletin",""
"Chik","Colombia","Santa_Marta","province",2015-01-04,2015-02-07,NA,5348,NA,"clinical=5338;lab=10;suspicious=0","EpiBulletin",""
"Chik","Colombia","Sucre","province",2015-01-04,2015-02-07,NA,19029,NA,"clinical=18932;lab=95;suspicious=2","EpiBulletin",""
