"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Chik","Colombia","Amazonas","province",2015-01-04,2015-04-18,NA,11,NA,"clinical=6;lab=1;suspicious=4","EpiBulletin",""
"Chik","Colombia","Caqueta","province",2015-01-04,2015-04-18,NA,1940,NA,"clinical=1605;lab=5;suspicious=330","EpiBulletin",""
"Chik","Colombia","Guainia","province",2015-01-04,2015-04-18,NA,10,NA,"clinical=0;lab=0;suspicious=10","EpiBulletin",""
"Chik","Colombia","Guaviare","province",2015-01-04,2015-04-18,NA,154,NA,"clinical=0;lab=0;suspicious=154","EpiBulletin",""
"Chik","Colombia","Vaupes","province",2015-01-04,2015-04-18,NA,1,NA,"clinical=0;lab=0;suspicious=1","EpiBulletin",""
"Chik","Colombia","Putumayo","province",2015-01-04,2015-04-18,NA,94,NA,"clinical=89;lab=2;suspicious=3","EpiBulletin",""
"Chik","Colombia","Antioquia","province",2015-01-04,2015-04-18,NA,9704,NA,"clinical=8928;lab=30;suspicious=746","EpiBulletin",""
"Chik","Colombia","Bogota","province",2015-01-04,2015-04-18,NA,189,NA,"clinical=0;lab=0;suspicious=189","EpiBulletin",""
"Chik","Colombia","Caldas","province",2015-01-04,2015-04-18,NA,2245,NA,"clinical=2212;lab=7;suspicious=26","EpiBulletin",""
"Chik","Colombia","Cundinamarca","province",2015-01-04,2015-04-18,NA,13148,NA,"clinical=12990;lab=30;suspicious=128","EpiBulletin",""
"Chik","Colombia","Huila","province",2015-01-04,2015-04-18,NA,23806,NA,"clinical=23691;lab=24;suspicious=91","EpiBulletin",""
"Chik","Colombia","Quindio","province",2015-01-04,2015-04-18,NA,514,NA,"clinical=512;lab=0;suspicious=2","EpiBulletin",""
"Chik","Colombia","Risaralda","province",2015-01-04,2015-04-18,NA,383,NA,"clinical=378;lab=4;suspicious=1","EpiBulletin",""
"Chik","Colombia","Tolima","province",2015-01-04,2015-04-18,NA,29868,NA,"clinical=29120;lab=12;suspicious=736","EpiBulletin",""
"Chik","Colombia","Boyaca","province",2015-01-04,2015-04-18,NA,483,NA,"clinical=453;lab=3;suspicious=27","EpiBulletin",""
"Chik","Colombia","Norte_Santander","province",2015-01-04,2015-04-18,NA,5641,NA,"clinical=5480;lab=18;suspicious=143","EpiBulletin",""
"Chik","Colombia","Santander","province",2015-01-04,2015-04-18,NA,3478,NA,"clinical=3404;lab=3;suspicious=71","EpiBulletin",""
"Chik","Colombia","Arauca","province",2015-01-04,2015-04-18,NA,2726,NA,"clinical=2154;lab=0;suspicious=572","EpiBulletin",""
"Chik","Colombia","Casanare","province",2015-01-04,2015-04-18,NA,5677,NA,"clinical=5303;lab=1;suspicious=373","EpiBulletin",""
"Chik","Colombia","Meta","province",2015-01-04,2015-04-18,NA,4788,NA,"clinical=4444;lab=8;suspicious=336","EpiBulletin",""
"Chik","Colombia","Vichada","province",2015-01-04,2015-04-18,NA,21,NA,"clinical=0;lab=0;suspicious=21","EpiBulletin",""
"Chik","Colombia","Cauca","province",2015-01-04,2015-04-18,NA,1760,NA,"clinical=430;lab=1;suspicious=1329","EpiBulletin",""
"Chik","Colombia","Choco","province",2015-01-04,2015-04-18,NA,369,NA,"clinical=73;lab=2;suspicious=294","EpiBulletin",""
"Chik","Colombia","Narino","province",2015-01-04,2015-04-18,NA,715,NA,"clinical=682;lab=0;suspicious=33","EpiBulletin",""
"Chik","Colombia","Valle","province",2015-01-04,2015-04-18,NA,44179,NA,"clinical=44134;lab=33;suspicious=12","EpiBulletin",""
"Chik","Colombia","Atlantico","province",2015-01-04,2015-04-18,NA,1508,NA,"clinical=1494;lab=0;suspicious=14","EpiBulletin",""
"Chik","Colombia","Barranquilla","province",2015-01-04,2015-04-18,NA,3952,NA,"clinical=3952;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Bolivar","province",2015-01-04,2015-04-18,NA,426,NA,"clinical=425;lab=1;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cartagena","province",2015-01-04,2015-04-18,NA,341,NA,"clinical=341;lab=0;suspicious=0","EpiBulletin",""
"Chik","Colombia","Cesar","province",2015-01-04,2015-04-18,NA,2635,NA,"clinical=2619;lab=6;suspicious=10","EpiBulletin",""
"Chik","Colombia","Cordoba","province",2015-01-04,2015-04-18,NA,11701,NA,"clinical=11689;lab=2;suspicious=10","EpiBulletin",""
"Chik","Colombia","Guajira","province",2015-01-04,2015-04-18,NA,4418,NA,"clinical=4399;lab=1;suspicious=18","EpiBulletin",""
"Chik","Colombia","Magdalena","province",2015-01-04,2015-04-18,NA,1726,NA,"clinical=1719;lab=0;suspicious=7","EpiBulletin",""
"Chik","Colombia","San_Andres","province",2015-01-04,2015-04-18,NA,519,NA,"clinical=516;lab=0;suspicious=3","EpiBulletin",""
"Chik","Colombia","Santa_Marta","province",2015-01-04,2015-04-18,NA,1538,NA,"clinical=1535;lab=3;suspicious=0","EpiBulletin",""
"Chik","Colombia","Sucre","province",2015-01-04,2015-04-18,NA,6140,NA,"clinical=6140;lab=0;suspicious=0","EpiBulletin",""
