"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",15,817,NA,"cases"
NA,"Colombia-Santander","province",16,114,NA,"cases"
NA,"Colombia-Tolima","province",7,78,NA,"cases"
NA,"Colombia-Meta","province",4,54,NA,"cases"
NA,"Colombia-Cundinamarca","province",3,49,NA,"cases"
NA,"Colombia-Casanare","province",6,42,NA,"cases"
NA,"Colombia-Huila","province",9,36,NA,"cases"
NA,"Colombia-Antioquia","province",1,41,NA,"cases"
NA,"Colombia-Norte_Santander","province",8,27,NA,"cases"
NA,"Colombia-Cesar","province",0,29,NA,"cases"
NA,"Colombia-Barranquilla","province",7,19,NA,"cases"
NA,"Colombia-Risaralda","province",4,22,NA,"cases"
NA,"Colombia-Atlantico","province",14,10,NA,"cases"
NA,"Colombia-Sucre","province",0,23,NA,"cases"
NA,"Colombia-Putumayo","province",1,20,NA,"cases"
NA,"Colombia-Cartagena","province",3,18,NA,"cases"
NA,"Colombia-Caldas","province",2,13,NA,"cases"
NA,"Colombia-Amazonas","province",0,13,NA,"cases"
NA,"Colombia-Santa_Marta","province",0,13,NA,"cases"
NA,"Colombia-Cordoba","province",3,9,NA,"cases"
NA,"Colombia-Arauca","province",1,10,NA,"cases"
NA,"Colombia-Cauca","province",5,5,NA,"cases"
NA,"Colombia-Bolivar","province",3,5,NA,"cases"
NA,"Colombia-Caqueta","province",2,6,NA,"cases"
NA,"Colombia-Boyaca","province",2,5,NA,"cases"
NA,"Colombia-Narino","province",3,4,NA,"cases"
NA,"Colombia-Vaupes","province",1,4,NA,"cases"
NA,"Colombia-Guajira","province",0,4,NA,"cases"
NA,"Colombia-Quindio","province",1,3,NA,"cases"
NA,"Colombia-Magdalena","province",1,3,NA,"cases"
NA,"Colombia-Guaviare","province",0,3,NA,"cases"
NA,"Colombia-Exterior","province",2,0,NA,"cases"
NA,"Colombia-Desconocido","province",2,0,NA,"cases"
NA,NA,"",126,1499,0,""
