"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",1,814,NA,"cases"
NA,"Colombia-Santander","province",0,116,NA,"cases"
NA,"Colombia-Tolima","province",4,75,NA,"cases"
NA,"Colombia-Meta","province",1,54,NA,"cases"
NA,"Colombia-Norte_Santander","province",7,44,NA,"cases"
NA,"Colombia-Cundinamarca","province",2,47,NA,"cases"
NA,"Colombia-Casanare","province",0,43,NA,"cases"
NA,"Colombia-Antioquia","province",0,41,NA,"cases"
NA,"Colombia-Huila","province",0,35,NA,"cases"
NA,"Colombia-Cesar","province",0,29,NA,"cases"
NA,"Colombia-Barranquilla","province",7,18,NA,"cases"
NA,"Colombia-Risaralda","province",1,23,NA,"cases"
NA,"Colombia-Sucre","province",0,22,NA,"cases"
NA,"Colombia-Putumayo","province",1,20,NA,"cases"
NA,"Colombia-Atlantico","province",10,10,NA,"cases"
NA,"Colombia-Cartagena","province",1,18,NA,"cases"
NA,"Colombia-Caldas","province",1,13,NA,"cases"
NA,"Colombia-Amazonas","province",0,13,NA,"cases"
NA,"Colombia-Santa_Marta","province",0,13,NA,"cases"
NA,"Colombia-Arauca","province",0,10,NA,"cases"
NA,"Colombia-Cordoba","province",0,9,NA,"cases"
NA,"Colombia-Bolivar","province",1,6,NA,"cases"
NA,"Colombia-Caqueta","province",0,6,NA,"cases"
NA,"Colombia-Boyaca","province",0,5,NA,"cases"
NA,"Colombia-Cauca","province",0,5,NA,"cases"
NA,"Colombia-Narino","province",0,4,NA,"cases"
NA,"Colombia-Guajira","province",0,4,NA,"cases"
NA,"Colombia-Quindio","province",1,3,NA,"cases"
NA,"Colombia-Guaviare","province",0,3,NA,"cases"
NA,"Colombia-Magdalena","province",0,3,NA,"cases"
NA,"Colombia-Vaupes","province",1,2,NA,"cases"
NA,"Colombia-Exterior","province",1,0,NA,"cases"
NA,NA,"",39,1508,0,""
