"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Norte_Santander","province",751,7785,398,"cases"
NA,"Colombia-Valle","province",98,7451,800,"cases"
NA,"Colombia-Huila","province",267,4982,668,"cases"
NA,"Colombia-Tolima","province",171,4388,559,"cases"
NA,"Colombia-Cundinamarca","province",124,3673,403,"cases"
NA,"Colombia-Barranquilla","province",87,4081,0,"cases"
NA,"Colombia-Cordoba","province",75,2272,669,"cases"
NA,"Colombia-Santander","province",42,1993,546,"cases"
NA,"Colombia-Atlantico","province",42,1593,230,"cases"
NA,"Colombia-Santa_Marta","province",59,1776,0,"cases"
NA,"Colombia-Antioquia","province",102,1166,470,"cases"
NA,"Colombia-Meta","province",28,1302,262,"cases"
NA,"Colombia-Sucre","province",47,1087,383,"cases"
NA,"Colombia-Cesar","province",92,1059,168,"cases"
NA,"Colombia-Magdalena","province",59,626,416,"cases"
NA,"Colombia-San_Andres","province",57,988,13,"cases"
NA,"Colombia-Casanare","province",28,913,98,"cases"
NA,"Colombia-Cartagena","province",66,858,0,"cases"
NA,"Colombia-Caqueta","province",35,731,46,"cases"
NA,"Colombia-Bolivar","province",99,562,133,"cases"
NA,"Colombia-Guajira","province",43,391,219,"cases"
NA,"Colombia-Risaralda","province",49,559,1,"cases"
NA,"Colombia-Arauca","province",17,548,4,"cases"
NA,"Colombia-Putumayo","province",44,226,29,"cases"
NA,"Colombia-Amazonas","province",9,197,29,"cases"
NA,"Colombia-Buenaventura","province",2,231,0,"cases"
NA,"Colombia-Caldas","province",30,117,50,"cases"
NA,"Colombia-Boyaca","province",39,106,35,"cases"
NA,"Colombia-Quindio","province",4,102,41,"cases"
NA,"Colombia-Cauca","province",7,57,37,"cases"
NA,"Colombia-Desconocido","province",5,0,77,"cases"
NA,"Colombia-Exterior","province",6,0,68,"cases"
NA,"Colombia-Narino","province",13,14,15,"cases"
NA,"Colombia-Guaviare","province",1,10,19,"cases"
NA,"Colombia-Choco","province",2,0,28,"cases"
NA,"Colombia-Vichada","province",3,6,8,"cases"
NA,"Colombia-Vaupes","province",0,0,9,"cases"
NA,"Colombia-Guainia","province",0,0,9,"cases"
