"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",16,890,NA,"cases"
NA,"Colombia-Santander","province",14,126,NA,"cases"
NA,"Colombia-Tolima","province",7,88,NA,"cases"
NA,"Colombia-Cundinamarca","province",3,53,NA,"cases"
NA,"Colombia-Antioquia","province",1,48,NA,"cases"
NA,"Colombia-Casanare","province",6,51,NA,"cases"
NA,"Colombia-Meta","province",4,53,NA,"cases"
NA,"Colombia-Huila","province",9,38,NA,"cases"
NA,"Colombia-Sucre","province",1,25,NA,"cases"
NA,"Colombia-Norte_Santander","province",8,27,NA,"cases"
NA,"Colombia-Cesar","province",0,32,NA,"cases"
NA,"Colombia-Cordoba","province",5,9,NA,"cases"
NA,"Colombia-Narino","province",3,3,NA,"cases"
NA,"Colombia-Barranquilla","province",8,20,NA,"cases"
NA,"Colombia-Risaralda","province",3,25,NA,"cases"
NA,"Colombia-Putumayo","province",1,27,NA,"cases"
NA,"Colombia-Atlantico","province",13,12,NA,"cases"
NA,"Colombia-Cartagena","province",2,20,NA,"cases"
NA,"Colombia-Cauca","province",4,6,NA,"cases"
NA,"Colombia-Caldas","province",3,18,NA,"cases"
NA,"Colombia-Amazonas","province",0,15,NA,"cases"
NA,"Colombia-Exterior","province",2,0,NA,"cases"
NA,"Colombia-Santa_Marta","province",0,14,NA,"cases"
NA,"Colombia-Arauca","province",1,13,NA,"cases"
NA,"Colombia-Caqueta","province",2,12,NA,"cases"
NA,"Colombia-Boyaca","province",2,4,NA,"cases"
NA,"Colombia-Bolivar","province",4,5,NA,"cases"
NA,"Colombia-Guajira","province",1,8,NA,"cases"
NA,"Colombia-Vaupes","province",1,6,NA,"cases"
NA,"Colombia-Magdalena","province",1,3,NA,"cases"
NA,"Colombia-Guaviare","province",0,6,NA,"cases"
NA,"Colombia-Quindio","province",1,2,NA,"cases"
NA,"Colombia-Bogota","province",0,0,NA,"cases"
NA,"Colombia-Choco","province",0,1,NA,"cases"
NA,"Colombia-Buenaventura","province",0,2,NA,"cases"
NA,"Colombia-San_Andres","province",0,0,NA,"cases"
NA,"Colombia-Vichada","province",0,0,NA,"cases"
NA,"Colombia-Guainia","province",0,0,NA,"cases"
