"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Norte_Santander","province",196,1988,269,"cases"
NA,"Colombia-Cundinamarca","province",44,1643,137,"cases"
NA,"Colombia-Barranquilla","province",6,1396,0,"cases"
NA,"Colombia-Huila","province",14,888,103,"cases"
NA,"Colombia-Santa_Marta","province",4,905,0,"cases"
NA,"Colombia-Tolima","province",44,659,147,"cases"
NA,"Colombia-Sucre","province",28,611,145,"cases"
NA,"Colombia-Cordoba","province",6,574,181,"cases"
NA,"Colombia-San_Andres","province",53,630,3,"cases"
NA,"Colombia-Cartagena","province",52,622,0,"cases"
NA,"Colombia-Atlantico","province",7,178,392,"cases"
NA,"Colombia-Bolivar","province",91,328,80,"cases"
NA,"Colombia-Magdalena","province",0,0,296,"cases"
NA,"Colombia-Cesar","province",7,127,18,"cases"
NA,"Colombia-Antioquia","province",75,42,13,"cases"
NA,"Colombia-Guajira","province",3,78,36,"cases"
NA,"Colombia-Risaralda","province",31,34,3,"cases"
NA,"Colombia-Caldas","province",17,29,1,"cases"
NA,"Colombia-Santander","province",13,9,18,"cases"
NA,"Colombia-Putumayo","province",24,14,1,"cases"
NA,"Colombia-Casanare","province",7,24,6,"cases"
NA,"Colombia-Boyaca","province",24,8,2,"cases"
NA,"Colombia-Caqueta","province",4,23,4,"cases"
NA,"Colombia-Bogota","province",0,0,24,"cases"
NA,"Colombia-Valle","province",5,11,8,"cases"
NA,"Colombia-Arauca","province",7,9,1,"cases"
NA,"Colombia-Meta","province",3,6,3,"cases"
NA,"Colombia-Narino","province",7,1,0,"cases"
NA,"Colombia-Exterior","province",0,0,7,"cases"
NA,"Colombia-Amazonas","province",0,0,6,"cases"
NA,"Colombia-Quindio","province",0,0,6,"cases"
NA,"Colombia-Cauca","province",3,0,1,"cases"
NA,"Colombia-Vichada","province",0,0,3,"cases"
NA,"Colombia-Guainia","province",0,0,2,"cases"
NA,"Colombia-Guaviare","province",1,0,1,"cases"
NA,"Colombia-Choco","province",0,0,1,"cases"
NA,"Colombia-Vaupes","province",0,0,0,"cases"
