"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Cundinamarca","province",30,NA,1548,"cases"
NA,"Colombia-Cartagena","province",52,NA,594,"cases"
NA,"Colombia-Norte_Santander","province",196,NA,1110,"cases"
NA,"Colombia-Sucre","province",23,NA,662,"cases"
NA,"Colombia-Tolima","province",37,NA,656,"cases"
NA,"Colombia-Santa_Marta","province",4,NA,791,"cases"
NA,"Colombia-San_Andres","province",51,NA,572,"cases"
NA,"Colombia-Bolivar","province",91,NA,372,"cases"
NA,"Colombia-Barranquilla","province",6,NA,983,"cases"
NA,"Colombia-Cordoba","province",5,NA,582,"cases"
NA,"Colombia-Atlantico","province",4,NA,406,"cases"
NA,"Colombia-Huila","province",13,NA,437,"cases"
NA,"Colombia-Antioquia","province",75,NA,28,"cases"
NA,"Colombia-Cesar","province",6,NA,120,"cases"
NA,"Colombia-Magdalena","province",0,NA,190,"cases"
NA,"Colombia-Risaralda","province",31,NA,19,"cases"
NA,"Colombia-Boyaca","province",23,NA,7,"cases"
NA,"Colombia-Caldas","province",15,NA,26,"cases"
NA,"Colombia-Guajira","province",2,NA,72,"cases"
NA,"Colombia-Putumayo","province",24,NA,11,"cases"
NA,"Colombia-Casanare","province",7,NA,21,"cases"
NA,"Colombia-Santander","province",13,NA,14,"cases"
NA,"Colombia-Valle","province",5,NA,10,"cases"
NA,"Colombia-Arauca","province",7,NA,5,"cases"
NA,"Colombia-Narino","province",7,NA,1,"cases"
NA,"Colombia-Bogota","province",0,NA,9,"cases"
NA,"Colombia-Caqueta","province",3,NA,11,"cases"
NA,"Colombia-Cauca","province",3,NA,1,"cases"
NA,"Colombia-Meta","province",2,NA,5,"cases"
NA,"Colombia-Exterior","province",0,NA,5,"cases"
NA,"Colombia-Amazonas","province",0,NA,6,"cases"
NA,"Colombia-Guaviare","province",1,NA,1,"cases"
NA,"Colombia-Guainia","province",0,NA,2,"cases"
NA,"Colombia-Quindio","province",0,NA,2,"cases"
NA,"Colombia-Choco","province",0,NA,1,"cases"
NA,"Colombia-Vaupes","province",0,NA,0,"cases"
NA,"Colombia-Vichada","province",0,NA,0,"cases"
