"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",15,852,NA,"cases"
NA,"Colombia-Santander","province",14,121,NA,"cases"
NA,"Colombia-Tolima","province",7,84,NA,"cases"
NA,"Colombia-Meta","province",4,58,NA,"cases"
NA,"Colombia-Cundinamarca","province",3,50,NA,"cases"
NA,"Colombia-Casanare","province",6,47,NA,"cases"
NA,"Colombia-Huila","province",9,37,NA,"cases"
NA,"Colombia-Antioquia","province",1,43,NA,"cases"
NA,"Colombia-Norte_Santander","province",8,27,NA,"cases"
NA,"Colombia-Cesar","province",0,31,NA,"cases"
NA,"Colombia-Risaralda","province",3,25,NA,"cases"
NA,"Colombia-Barranquilla","province",7,20,NA,"cases"
NA,"Colombia-Atlantico","province",14,11,NA,"cases"
NA,"Colombia-Sucre","province",0,23,NA,"cases"
NA,"Colombia-Cartagena","province",3,20,NA,"cases"
NA,"Colombia-Putumayo","province",1,21,NA,"cases"
NA,"Colombia-Caldas","province",3,16,NA,"cases"
NA,"Colombia-Cordoba","province",5,10,NA,"cases"
NA,"Colombia-Amazonas","province",0,14,NA,"cases"
NA,"Colombia-Santa_Marta","province",0,13,NA,"cases"
NA,"Colombia-Cauca","province",5,7,NA,"cases"
NA,"Colombia-Arauca","province",1,10,NA,"cases"
NA,"Colombia-Bolivar","province",4,6,NA,"cases"
NA,"Colombia-Caqueta","province",2,7,NA,"cases"
NA,"Colombia-Boyaca","province",2,5,NA,"cases"
NA,"Colombia-Narino","province",3,4,NA,"cases"
NA,"Colombia-Vaupes","province",1,5,NA,"cases"
NA,"Colombia-Guajira","province",1,5,NA,"cases"
NA,"Colombia-Quindio","province",1,3,NA,"cases"
NA,"Colombia-Magdalena","province",1,3,NA,"cases"
NA,"Colombia-Guaviare","province",0,4,NA,"cases"
NA,"Colombia-Exterior","province",2,0,NA,"cases"
NA,"Colombia-Choco","province",0,1,NA,"cases"
