"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",0,NA,5,"cases"
NA,"Colombia-Antioquia","province",74,NA,24,"cases"
NA,"Colombia-Arauca","province",7,NA,1,"cases"
NA,"Colombia-Atlantico","province",4,NA,364,"cases"
NA,"Colombia-Barranquilla","province",6,NA,823,"cases"
NA,"Colombia-Bogota","province",0,NA,7,"cases"
NA,"Colombia-Bolivar","province",87,NA,383,"cases"
NA,"Colombia-Boyaca","province",20,NA,8,"cases"
NA,"Colombia-Caldas","province",15,NA,25,"cases"
NA,"Colombia-Caqueta","province",3,NA,8,"cases"
NA,"Colombia-Cartagena","province",51,NA,590,"cases"
NA,"Colombia-Casanare","province",7,NA,17,"cases"
NA,"Colombia-Cauca","province",3,NA,1,"cases"
NA,"Colombia-Cesar","province",6,NA,109,"cases"
NA,"Colombia-Choco","province",0,NA,0,"cases"
NA,"Colombia-Cordoba","province",5,NA,472,"cases"
NA,"Colombia-Cundinamarca","province",22,NA,1575,"cases"
NA,"Colombia-Exterior","province",0,NA,5,"cases"
NA,"Colombia-Guainia","province",0,NA,1,"cases"
NA,"Colombia-Guajira","province",2,NA,60,"cases"
NA,"Colombia-Guaviare","province",1,NA,1,"cases"
NA,"Colombia-Huila","province",13,NA,280,"cases"
NA,"Colombia-Magdalena","province",0,NA,147,"cases"
NA,"Colombia-Meta","province",2,NA,5,"cases"
NA,"Colombia-Narino","province",7,NA,1,"cases"
NA,"Colombia-Norte_Santander","province",187,NA,791,"cases"
NA,"Colombia-Putumayo","province",22,NA,12,"cases"
NA,"Colombia-Quindio","province",0,NA,1,"cases"
NA,"Colombia-Risaralda","province",29,NA,16,"cases"
NA,"Colombia-San_Andres","province",51,NA,570,"cases"
NA,"Colombia-Santander","province",13,NA,7,"cases"
NA,"Colombia-Santa_Marta","province",4,NA,733,"cases"
NA,"Colombia-Sucre","province",22,NA,631,"cases"
NA,"Colombia-Tolima","province",32,NA,613,"cases"
NA,"Colombia-Valle","province",5,NA,6,"cases"
NA,"Colombia-Vaupes","province",0,NA,0,"cases"
NA,"Colombia-Vichada","province",0,NA,0,"cases"
