"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Norte_Santander","province",707,7777,380,"cases"
NA,"Colombia-Valle","province",40,6013,1344,"cases"
NA,"Colombia-Huila","province",252,4907,640,"cases"
NA,"Colombia-Tolima","province",170,4332,526,"cases"
NA,"Colombia-Barranquilla","province",86,4049,0,"cases"
NA,"Colombia-Cundinamarca","province",124,3605,389,"cases"
NA,"Colombia-Cordoba","province",75,2248,660,"cases"
NA,"Colombia-Santander","province",38,1603,497,"cases"
NA,"Colombia-Atlantico","province",42,1570,225,"cases"
NA,"Colombia-Santa_Marta","province",59,1768,0,"cases"
NA,"Colombia-Antioquia","province",99,1148,439,"cases"
NA,"Colombia-Sucre","province",47,1076,383,"cases"
NA,"Colombia-Meta","province",20,1134,237,"cases"
NA,"Colombia-Cesar","province",41,1018,234,"cases"
NA,"Colombia-Magdalena","province",59,620,393,"cases"
NA,"Colombia-San_Andres","province",57,981,11,"cases"
NA,"Colombia-Casanare","province",20,855,106,"cases"
NA,"Colombia-Cartagena","province",65,851,0,"cases"
NA,"Colombia-Bolivar","province",99,556,130,"cases"
NA,"Colombia-Caqueta","province",35,683,41,"cases"
NA,"Colombia-Guajira","province",18,404,218,"cases"
NA,"Colombia-Risaralda","province",40,518,1,"cases"
NA,"Colombia-Arauca","province",15,499,3,"cases"
NA,"Colombia-Putumayo","province",35,214,28,"cases"
NA,"Colombia-Amazonas","province",7,179,29,"cases"
NA,"Colombia-Buenaventura","province",1,210,0,"cases"
NA,"Colombia-Caldas","province",31,127,32,"cases"
NA,"Colombia-Boyaca","province",39,99,33,"cases"
NA,"Colombia-Quindio","province",3,87,40,"cases"
NA,"Colombia-Cauca","province",7,52,36,"cases"
NA,"Colombia-Desconocido","province",5,0,72,"cases"
NA,"Colombia-Exterior","province",6,0,65,"cases"
NA,"Colombia-Narino","province",13,14,12,"cases"
NA,"Colombia-Guaviare","province",1,8,18,"cases"
NA,"Colombia-Choco","province",2,0,23,"cases"
NA,"Colombia-Vichada","province",3,6,8,"cases"
NA,"Colombia-Vaupes","province",0,0,8,"cases"
NA,"Colombia-Guainia","province",0,0,5,"cases"
