"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Norte_Santander","province",314,3642,129,"cases"
NA,"Colombia-Cundinamarca","province",60,1962,224,"cases"
NA,"Colombia-Huila","province",39,1842,194,"cases"
NA,"Colombia-Barranquilla","province",26,1920,0,"cases"
NA,"Colombia-Tolima","province",76,1221,196,"cases"
NA,"Colombia-Santa_Marta","province",15,1183,0,"cases"
NA,"Colombia-Cordoba","province",9,880,249,"cases"
NA,"Colombia-Sucre","province",37,737,171,"cases"
NA,"Colombia-Atlantico","province",10,793,116,"cases"
NA,"Colombia-San_Andres","province",54,706,3,"cases"
NA,"Colombia-Cartagena","province",54,666,0,"cases"
NA,"Colombia-Bolivar","province",89,342,97,"cases"
NA,"Colombia-Magdalena","province",6,209,241,"cases"
NA,"Colombia-Cesar","province",10,245,62,"cases"
NA,"Colombia-Antioquia","province",75,140,48,"cases"
NA,"Colombia-Valle","province",8,141,76,"cases"
NA,"Colombia-Guajira","province",5,136,70,"cases"
NA,"Colombia-Santander","province",14,29,77,"cases"
NA,"Colombia-Risaralda","province",32,73,3,"cases"
NA,"Colombia-Caqueta","province",4,59,19,"cases"
NA,"Colombia-Casanare","province",9,53,12,"cases"
NA,"Colombia-Meta","province",5,38,17,"cases"
NA,"Colombia-Caldas","province",20,35,4,"cases"
NA,"Colombia-Putumayo","province",31,23,3,"cases"
NA,"Colombia-Procedencia_Desconocida","province",0,0,53,"cases"
NA,"Colombia-Boyaca","province",22,11,7,"cases"
NA,"Colombia-Arauca","province",10,23,5,"cases"
NA,"Colombia-Exterior","province",1,3,15,"cases"
NA,"Colombia-Quindio","province",0,0,18,"cases"
NA,"Colombia-Narino","province",9,1,1,"cases"
NA,"Colombia-Cauca","province",3,1,6,"cases"
NA,"Colombia-Amazonas","province",0,0,7,"cases"
NA,"Colombia-Vichada","province",2,1,2,"cases"
NA,"Colombia-Guaviare","province",1,0,3,"cases"
NA,"Colombia-Guainia","province",0,0,2,"cases"
NA,"Colombia-Choco","province",0,0,2,"cases"
NA,"Colombia-Vaupes","province",0,0,0,"cases"
