"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",140,11633,844,"cases"
NA,"Colombia-Norte_Santander","province",824,7942,430,"cases"
NA,"Colombia-Huila","province",374,5626,231,"cases"
NA,"Colombia-Tolima","province",217,5136,446,"cases"
NA,"Colombia-Cundinamarca","province",171,4125,339,"cases"
NA,"Colombia-Barranquilla","province",94,4203,0,"cases"
NA,"Colombia-Santander","province",55,3640,365,"cases"
NA,"Colombia-Cordoba","province",163,2384,540,"cases"
NA,"Colombia-Meta","province",42,1930,310,"cases"
NA,"Colombia-Atlantico","province",47,1639,237,"cases"
NA,"Colombia-Antioquia","province",119,1457,341,"cases"
NA,"Colombia-Santa_Marta","province",132,1744,0,"cases"
NA,"Colombia-Casanare","province",32,1386,146,"cases"
NA,"Colombia-Sucre","province",48,1109,395,"cases"
NA,"Colombia-Cesar","province",123,1069,180,"cases"
NA,"Colombia-Magdalena","province",83,742,318,"cases"
NA,"Colombia-San_Andres","province",59,1010,15,"cases"
NA,"Colombia-Caqueta","province",39,863,57,"cases"
NA,"Colombia-Arauca","province",35,887,18,"cases"
NA,"Colombia-Cartagena","province",79,856,0,"cases"
NA,"Colombia-Bolivar","province",110,573,134,"cases"
NA,"Colombia-Risaralda","province",56,744,2,"cases"
NA,"Colombia-Guajira","province",44,432,190,"cases"
NA,"Colombia-Putumayo","province",50,280,41,"cases"
NA,"Colombia-Buenaventura","province",2,353,0,"cases"
NA,"Colombia-Amazonas","province",9,230,31,"cases"
NA,"Colombia-Boyaca","province",47,158,47,"cases"
NA,"Colombia-Quindio","province",5,154,58,"cases"
NA,"Colombia-Caldas","province",33,116,60,"cases"
NA,"Colombia-Cauca","province",10,87,42,"cases"
NA,"Colombia-Desconocido","province",17,0,95,"cases"
NA,"Colombia-Exterior","province",10,0,70,"cases"
NA,"Colombia-Guaviare","province",3,59,6,"cases"
NA,"Colombia-Narino","province",14,16,17,"cases"
NA,"Colombia-Choco","province",3,7,24,"cases"
NA,"Colombia-Vichada","province",3,9,14,"cases"
NA,"Colombia-Vaupes","province",0,0,9,"cases"
NA,"Colombia-Guainia","province",0,0,9,"cases"
