"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",0,813,NA,"cases"
NA,"Colombia-Santander","province",0,127,NA,"cases"
NA,"Colombia-Tolima","province",1,81,NA,"cases"
NA,"Colombia-Cundinamarca","province",0,47,NA,"cases"
NA,"Colombia-Meta","province",0,45,NA,"cases"
NA,"Colombia-Antioquia","province",0,42,NA,"cases"
NA,"Colombia-Casanare","province",0,36,NA,"cases"
NA,"Colombia-Huila","province",0,34,NA,"cases"
NA,"Colombia-Norte_Santander","province",1,32,NA,"cases"
NA,"Colombia-Cesar","province",0,24,NA,"cases"
NA,"Colombia-Risaralda","province",1,23,NA,"cases"
NA,"Colombia-Barranquilla","province",0,25,NA,"cases"
NA,"Colombia-Sucre","province",0,22,NA,"cases"
NA,"Colombia-Cartagena","province",0,17,NA,"cases"
NA,"Colombia-Putumayo","province",0,20,NA,"cases"
NA,"Colombia-Atlantico","province",0,19,NA,"cases"
NA,"Colombia-Amazonas","province",0,14,NA,"cases"
NA,"Colombia-Caldas","province",0,11,NA,"cases"
NA,"Colombia-Arauca","province",0,11,NA,"cases"
NA,"Colombia-Santa_Marta","province",0,11,NA,"cases"
NA,"Colombia-Boyaca","province",0,7,NA,"cases"
NA,"Colombia-Cauca","province",0,6,NA,"cases"
NA,"Colombia-Caqueta","province",0,6,NA,"cases"
NA,"Colombia-Cordoba","province",0,6,NA,"cases"
NA,"Colombia-Bolivar","province",0,5,NA,"cases"
NA,"Colombia-Quindio","province",0,3,NA,"cases"
NA,"Colombia-Narino","province",0,4,NA,"cases"
NA,"Colombia-Guaviare","province",0,3,NA,"cases"
NA,"Colombia-Magdalena","province",0,3,NA,"cases"
NA,"Colombia-Guajira","province",0,2,NA,"cases"
NA,NA,"",NA,NA,NA,""
NA,NA,"",3,1499,0,""
