"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",0,NA,4,"cases"
NA,"Colombia-Antioquia","province",74,NA,18,"cases"
NA,"Colombia-Arauca","province",7,NA,3,"cases"
NA,"Colombia-Atlantico","province",1,NA,223,"cases"
NA,"Colombia-Barranquilla","province",6,NA,595,"cases"
NA,"Colombia-Bogota","province",0,NA,6,"cases"
NA,"Colombia-Bolivar","province",87,NA,360,"cases"
NA,"Colombia-Boyaca","province",20,NA,12,"cases"
NA,"Colombia-Caldas","province",15,NA,15,"cases"
NA,"Colombia-Caqueta","province",3,NA,6,"cases"
NA,"Colombia-Cartagena","province",51,NA,542,"cases"
NA,"Colombia-Casanare","province",7,NA,15,"cases"
NA,"Colombia-Cauca","province",3,NA,1,"cases"
NA,"Colombia-Cesar","province",2,NA,84,"cases"
NA,"Colombia-Choco","province",0,NA,0,"cases"
NA,"Colombia-Cordoba","province",5,NA,349,"cases"
NA,"Colombia-Cundinamarca","province",20,NA,1437,"cases"
NA,"Colombia-Exterior","province",0,NA,5,"cases"
NA,"Colombia-Guainia","province",0,NA,1,"cases"
NA,"Colombia-Guajira","province",2,NA,34,"cases"
NA,"Colombia-Guaviare","province",1,NA,1,"cases"
NA,"Colombia-Huila","province",13,NA,171,"cases"
NA,"Colombia-Magdalena","province",0,NA,85,"cases"
NA,"Colombia-Meta","province",2,NA,4,"cases"
NA,"Colombia-Narino","province",7,NA,2,"cases"
NA,"Colombia-Norte_Santander","province",187,NA,554,"cases"
NA,"Colombia-Putumayo","province",21,NA,18,"cases"
NA,"Colombia-Quindio","province",0,NA,1,"cases"
NA,"Colombia-Risaralda","province",29,NA,17,"cases"
NA,"Colombia-San_Andres","province",51,NA,534,"cases"
NA,"Colombia-Santander","province",13,NA,11,"cases"
NA,"Colombia-Santa_Marta","province",4,NA,604,"cases"
NA,"Colombia-Sucre","province",20,NA,566,"cases"
NA,"Colombia-Tolima","province",20,NA,556,"cases"
NA,"Colombia-Valle","province",5,NA,6,"cases"
NA,"Colombia-Vaupes","province",0,NA,0,"cases"
NA,"Colombia-Vichada","province",0,NA,0,"cases"
