"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Norte_Santander","province",203,2586,378,"cases"
NA,"Colombia-Cundinamarca","province",45,1757,216,"cases"
NA,"Colombia-Barranquilla","province",7,1626,0,"cases"
NA,"Colombia-Huila","province",17,1302,159,"cases"
NA,"Colombia-Tolima","province",45,880,217,"cases"
NA,"Colombia-Santa_Marta","province",13,1108,0,"cases"
NA,"Colombia-Cordoba","province",6,658,220,"cases"
NA,"Colombia-Sucre","province",29,663,152,"cases"
NA,"Colombia-Atlantico","province",7,209,489,"cases"
NA,"Colombia-Cartagena","province",53,642,0,"cases"
NA,"Colombia-San_Andres","province",53,633,3,"cases"
NA,"Colombia-Bolivar","province",90,333,83,"cases"
NA,"Colombia-Magdalena","province",0,0,371,"cases"
NA,"Colombia-Cesar","province",7,175,48,"cases"
NA,"Colombia-Antioquia","province",75,60,27,"cases"
NA,"Colombia-Guajira","province",3,101,56,"cases"
NA,"Colombia-Valle","province",6,40,42,"cases"
NA,"Colombia-Risaralda","province",30,54,3,"cases"
NA,"Colombia-Santander","province",14,18,38,"cases"
NA,"Colombia-Caqueta","province",4,38,9,"cases"
NA,"Colombia-Caldas","province",16,29,2,"cases"
NA,"Colombia-Casanare","province",8,32,7,"cases"
NA,"Colombia-Putumayo","province",24,21,1,"cases"
NA,"Colombia-Bogota","province",0,0,39,"cases"
NA,"Colombia-Boyaca","province",22,9,4,"cases"
NA,"Colombia-Meta","province",3,19,8,"cases"
NA,"Colombia-Arauca","province",7,15,3,"cases"
NA,"Colombia-Exterior","province",0,0,12,"cases"
NA,"Colombia-Narino","province",7,2,0,"cases"
NA,"Colombia-Quindio","province",0,0,9,"cases"
NA,"Colombia-Amazonas","province",0,0,6,"cases"
NA,"Colombia-Cauca","province",3,0,2,"cases"
NA,"Colombia-Vichada","province",0,0,3,"cases"
NA,"Colombia-Guaviare","province",1,0,1,"cases"
NA,"Colombia-Guainia","province",0,0,2,"cases"
NA,"Colombia-Choco","province",0,0,1,"cases"
NA,"Colombia-Vaupes","province",0,0,0,"cases"
