"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",140,10194,752,"cases"
NA,"Colombia-Norte_Santander","province",824,7889,424,"cases"
NA,"Colombia-Huila","province",374,5547,225,"cases"
NA,"Colombia-Tolima","province",217,4989,430,"cases"
NA,"Colombia-Cundinamarca","province",171,4028,323,"cases"
NA,"Colombia-Barranquilla","province",94,4165,0,"cases"
NA,"Colombia-Santander","province",55,3189,347,"cases"
NA,"Colombia-Cordoba","province",163,2370,538,"cases"
NA,"Colombia-Meta","province",42,1757,273,"cases"
NA,"Colombia-Atlantico","province",47,1624,233,"cases"
NA,"Colombia-Antioquia","province",119,1422,333,"cases"
NA,"Colombia-Santa_Marta","province",132,1737,0,"cases"
NA,"Colombia-Sucre","province",48,1108,391,"cases"
NA,"Colombia-Cesar","province",123,1061,181,"cases"
NA,"Colombia-Casanare","province",32,1186,132,"cases"
NA,"Colombia-Magdalena","province",83,737,306,"cases"
NA,"Colombia-San_Andres","province",59,996,14,"cases"
NA,"Colombia-Cartagena","province",79,855,0,"cases"
NA,"Colombia-Caqueta","province",39,821,55,"cases"
NA,"Colombia-Arauca","province",35,785,16,"cases"
NA,"Colombia-Bolivar","province",110,570,132,"cases"
NA,"Colombia-Risaralda","province",56,702,2,"cases"
NA,"Colombia-Guajira","province",44,429,190,"cases"
NA,"Colombia-Putumayo","province",50,253,39,"cases"
NA,"Colombia-Buenaventura","province",2,328,0,"cases"
NA,"Colombia-Amazonas","province",9,221,31,"cases"
NA,"Colombia-Boyaca","province",47,152,42,"cases"
NA,"Colombia-Caldas","province",33,124,55,"cases"
NA,"Colombia-Quindio","province",5,145,53,"cases"
NA,"Colombia-Cauca","province",10,75,39,"cases"
NA,"Colombia-Desconocido","province",17,0,98,"cases"
NA,"Colombia-Exterior","province",10,0,69,"cases"
NA,"Colombia-Guaviare","province",3,51,3,"cases"
NA,"Colombia-Narino","province",14,16,17,"cases"
NA,"Colombia-Choco","province",3,7,25,"cases"
NA,"Colombia-Vichada","province",3,7,12,"cases"
NA,"Colombia-Vaupes","province",0,0,9,"cases"
NA,"Colombia-Guainia","province",0,0,9,"cases"
