"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",5,NA,0,"cases"
NA,"Colombia-Tolima","province",14,NA,155,"cases"
NA,"Colombia-Huila","province",10,NA,11,"cases"
NA,"Colombia-Meta","province",2,NA,1,"cases"
NA,"Colombia-Cundinamarca","province",6,NA,307,"cases"
NA,"Colombia-Casanare","province",3,NA,6,"cases"
NA,"Colombia-Antioquia","province",75,NA,4,"cases"
NA,"Colombia-Cordoba","province",5,NA,40,"cases"
NA,"Colombia-Santander","province",9,NA,0,"cases"
NA,"Colombia-Sucre","province",12,NA,143,"cases"
NA,"Colombia-Caqueta","province",0,NA,0,"cases"
NA,"Colombia-Norte_Santander","province",62,NA,34,"cases"
NA,"Colombia-Barranquilla","province",6,NA,67,"cases"
NA,"Colombia-Quindio","province",0,NA,1,"cases"
NA,"Colombia-Arauca","province",4,NA,0,"cases"
NA,"Colombia-Risaralda","province",26,NA,2,"cases"
NA,"Colombia-Guajira","province",2,NA,1,"cases"
NA,"Colombia-Cauca","province",0,NA,0,"cases"
NA,"Colombia-Cesar","province",2,NA,24,"cases"
NA,"Colombia-Caldas","province",14,NA,11,"cases"
NA,"Colombia-Magdalena","province",0,NA,7,"cases"
NA,"Colombia-Narino","province",6,NA,0,"cases"
NA,"Colombia-Guaviare","province",1,NA,0,"cases"
NA,"Colombia-Atlantico","province",1,NA,32,"cases"
NA,"Colombia-Santa_Marta","province",4,NA,92,"cases"
NA,"Colombia-San_Andres","province",37,NA,163,"cases"
NA,"Colombia-Choco","province",0,NA,0,"cases"
NA,"Colombia-Boyaca","province",20,NA,4,"cases"
NA,"Colombia-Putumayo","province",19,NA,1,"cases"
NA,"Colombia-Bolivar","province",87,NA,162,"cases"
NA,"Colombia-Cartagena","province",56,NA,320,"cases"
NA,"Colombia-Vichada","province",0,NA,0,"cases"
NA,"Colombia-Guainia","province",0,NA,0,"cases"
NA,"Colombia-Amazonas","province",0,NA,1,"cases"
NA,"Colombia-Bogota","province",0,NA,2,"cases"
NA,"Colombia-Vaupes","province",0,NA,0,"cases"
