"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Norte_Santander","province",707,7550,366,"cases"
NA,"Colombia-Valle","province",39,5129,1185,"cases"
NA,"Colombia-Huila","province",251,4749,602,"cases"
NA,"Colombia-Tolima","province",169,4027,487,"cases"
NA,"Colombia-Barranquilla","province",86,3975,0,"cases"
NA,"Colombia-Cundinamarca","province",124,3494,358,"cases"
NA,"Colombia-Cordoba","province",74,2228,654,"cases"
NA,"Colombia-Santander","province",37,1449,470,"cases"
NA,"Colombia-Santa_Marta","province",59,1754,0,"cases"
NA,"Colombia-Atlantico","province",42,1550,217,"cases"
NA,"Colombia-Antioquia","province",99,1093,424,"cases"
NA,"Colombia-Sucre","province",47,1061,378,"cases"
NA,"Colombia-Cesar","province",41,1000,221,"cases"
NA,"Colombia-Meta","province",20,1031,196,"cases"
NA,"Colombia-Magdalena","province",59,605,382,"cases"
NA,"Colombia-San_Andres","province",57,970,10,"cases"
NA,"Colombia-Cartagena","province",65,842,0,"cases"
NA,"Colombia-Casanare","province",20,738,89,"cases"
NA,"Colombia-Bolivar","province",98,517,156,"cases"
NA,"Colombia-Caqueta","province",35,632,37,"cases"
NA,"Colombia-Guajira","province",18,403,214,"cases"
NA,"Colombia-Risaralda","province",40,453,1,"cases"
NA,"Colombia-Arauca","province",15,405,2,"cases"
NA,"Colombia-Putumayo","province",35,205,24,"cases"
NA,"Colombia-Buenaventura","province",1,186,0,"cases"
NA,"Colombia-Amazonas","province",7,150,27,"cases"
NA,"Colombia-Caldas","province",31,122,22,"cases"
NA,"Colombia-Boyaca","province",39,94,30,"cases"
NA,"Colombia-Quindio","province",3,76,36,"cases"
NA,"Colombia-Cauca","province",7,43,33,"cases"
NA,"Colombia-Exterior","province",6,0,64,"cases"
NA,"Colombia-Desconocido","province",5,0,63,"cases"
NA,"Colombia-Narino","province",13,12,10,"cases"
NA,"Colombia-Choco","province",2,0,21,"cases"
NA,"Colombia-Guaviare","province",1,8,14,"cases"
NA,"Colombia-Vichada","province",3,5,8,"cases"
NA,"Colombia-Vaupes","province",0,0,7,"cases"
NA,"Colombia-Guainia","province",0,0,5,"cases"
