"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",0,NA,3,"cases"
NA,"Colombia-Antioquia","province",74,NA,14,"cases"
NA,"Colombia-Arauca","province",4,NA,1,"cases"
NA,"Colombia-Atlantico","province",1,NA,138,"cases"
NA,"Colombia-Barranquilla","province",6,NA,368,"cases"
NA,"Colombia-Bogota","province",0,NA,6,"cases"
NA,"Colombia-Bolivar","province",87,NA,298,"cases"
NA,"Colombia-Boyaca","province",20,NA,8,"cases"
NA,"Colombia-Caldas","province",13,NA,12,"cases"
NA,"Colombia-Caqueta","province",0,NA,2,"cases"
NA,"Colombia-Cartagena","province",49,NA,497,"cases"
NA,"Colombia-Casanare","province",3,NA,12,"cases"
NA,"Colombia-Cauca","province",0,NA,2,"cases"
NA,"Colombia-Cesar","province",2,NA,52,"cases"
NA,"Colombia-Cordoba","province",5,NA,258,"cases"
NA,"Colombia-Cundinamarca","province",6,NA,1175,"cases"
NA,"Colombia-Guainia","province",0,NA,1,"cases"
NA,"Colombia-Guajira","province",2,NA,24,"cases"
NA,"Colombia-Guaviare","province",1,NA,1,"cases"
NA,"Colombia-Huila","province",10,NA,83,"cases"
NA,"Colombia-Magdalena","province",0,NA,47,"cases"
NA,"Colombia-Meta","province",2,NA,3,"cases"
NA,"Colombia-Narino","province",6,NA,0,"cases"
NA,"Colombia-Norte_Santander","province",187,NA,335,"cases"
NA,"Colombia-Putumayo","province",19,NA,5,"cases"
NA,"Colombia-Quindio","province",0,NA,1,"cases"
NA,"Colombia-Risaralda","province",26,NA,13,"cases"
NA,"Colombia-San_Andres","province",50,NA,349,"cases"
NA,"Colombia-Santander","province",9,NA,6,"cases"
NA,"Colombia-Santa_Marta","province",4,NA,433,"cases"
NA,"Colombia-Sucre","province",12,NA,467,"cases"
NA,"Colombia-Tolima","province",13,NA,441,"cases"
NA,"Colombia-Valle","province",4,NA,4,"cases"
NA,"Colombia-Exterior","province",0,NA,4,"cases"
