report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2193,3,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1350,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3886,4,11,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,308,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,7395,1,8,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,824,1,8,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,4952,1,98,2,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6766,12,37,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4947,2,9,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,41036,22,87,14,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,6467,5,12,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3190,3,8,2,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,8310,13,34,3,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,2696,2,9,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,531,0,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,9148,3,12,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,27051,17,112,12,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,6339,15,87,7,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,9525,4,72,5,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,10868,15,55,4,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,3308,2,9,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,222,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,171,1,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1625,3,27,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,8275,3,14,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,60014,81,1347,35,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,3888,18,79,12,cases
