report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2801,1,3,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,3355,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,6790,1,5,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,499,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4393,0,5,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,628,0,0,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,6031,0,15,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1455,2,16,2,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,2531,6,6,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,12490,6,51,4,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,5011,0,36,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3188,4,8,2,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,3797,1,0,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,3437,2,13,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1214,1,4,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,9929,13,42,5,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,60586,20,283,18,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,13145,7,129,2,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,7347,5,27,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,178007,71,1732,29,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,34851,12,79,4,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,316,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,504,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,5667,3,15,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6554,5,11,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,66936,42,319,15,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,8629,15,12,5,cases
