report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,3388,0,7,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5522,0,3,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,8259,2,6,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,824,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6552,0,17,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1089,1,0,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,8110,3,40,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2306,10,27,6,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,6119,9,15,3,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,25049,23,168,24,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,8317,5,65,10,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,5105,14,18,5,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,11184,14,4,14,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,8139,3,58,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2484,6,7,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,16288,16,82,10,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,80370,33,514,30,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,19185,16,218,10,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,10191,8,64,8,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,288218,129,3650,50,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,45650,22,189,10,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,438,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,422,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,6926,3,49,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,8552,3,32,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,94755,79,461,49,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,14845,32,131,15,cases
