report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1282,1,0,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,721,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,676,0,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,41,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,732,0,3,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,34,0,2,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2606,0,0,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1094,0,3,0,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,65,0,0,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,1038,0,2,0,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,1665,0,0,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1736,0,0,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,6730,0,2,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,471,0,0,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,248,0,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,2397,0,0,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,32529,4,39,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,6114,2,16,0,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,6097,1,7,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,23484,1,13,1,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,8857,5,35,3,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,748,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,367,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,5435,1,1,1,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,3701,1,5,0,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,7160,2,131,0,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,938,1,25,1,cases
