report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,359,0,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1572,1,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,920,0,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,58,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,1833,0,2,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,217,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,747,0,14,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,562,2,4,1,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,416,0,1,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,2272,2,4,3,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,2203,0,13,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,873,0,3,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,2111,1,10,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,411,1,3,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,32,0,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,1712,0,2,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,9057,2,20,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,1435,4,28,0,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,3292,2,13,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,8437,4,10,2,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1967,0,5,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,105,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,89,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,861,0,3,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,3450,0,2,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,20864,25,383,8,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,570,1,0,1,cases
