report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1397,1,9,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,6506,0,7,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,5988,6,8,7,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,802,1,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3899,0,22,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1203,2,5,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3386,3,47,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2187,13,36,11,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,6779,11,20,4,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,20516,43,191,34,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,9407,16,102,14,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,4837,8,42,7,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,9937,9,14,11,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,10588,10,137,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2073,7,10,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,12591,27,97,9,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,59449,44,627,44,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,17425,25,275,9,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,6729,10,71,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,216014,175,4893,75,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,23944,37,203,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,120,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,144,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,3056,3,53,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6180,3,27,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,84186,102,539,62,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11669,38,135,18,cases
