report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1750,3,4,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,6158,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2827,0,4,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,345,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4528,8,19,3,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2038,12,13,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7020,1,7,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,5459,7,28,1,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4850,3,23,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,36832,44,277,15,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,18561,1,19,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,10660,4,25,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,44565,3,21,3,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,7581,0,27,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3270,1,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,30275,7,9,4,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,120418,39,463,15,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,8980,10,84,5,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,34736,24,125,8,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,495766,415,8542,256,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,48859,45,220,13,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,3882,0,88,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1732,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,15806,8,79,5,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,9271,5,7,1,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,89076,82,539,34,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,5759,12,56,6,cases
