report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,553,0,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2405,1,3,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2019,2,5,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,150,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3943,1,3,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,580,0,6,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2096,4,40,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1833,5,27,3,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1451,2,1,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,4423,10,10,9,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,17996,22,290,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,9370,14,118,10,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,9780,8,55,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,1416,2,24,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,166,0,2,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,7283,2,16,3,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,23272,18,103,7,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,7024,13,113,3,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,12637,4,36,1,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,12962,9,36,6,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1725,3,16,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,215,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,102,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2032,0,4,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6074,3,13,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,60804,79,1275,40,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,1587,3,5,1,cases
