report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1827,1,1,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2490,0,1,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,5225,2,6,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,407,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3371,0,1,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,163,0,0,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,5105,0,8,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,956,2,11,2,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1299,3,3,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,8006,1,22,6,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,3091,0,9,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1951,2,4,2,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,2215,1,0,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,2241,0,6,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,569,0,3,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,6226,7,26,3,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,40190,13,145,9,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,9977,3,108,2,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,6040,5,17,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,95673,40,679,11,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,23303,2,53,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,224,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,439,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,4111,3,13,2,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5035,4,7,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,46641,24,272,10,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,5622,9,11,4,cases
