report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2353,1,0,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1550,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1147,0,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,58,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,1403,0,4,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,104,0,2,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,4687,0,0,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2252,0,10,0,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,156,0,0,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,2054,1,4,0,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,4150,0,0,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3870,0,0,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,12132,0,4,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,1053,0,1,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,638,0,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,6900,0,0,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,60827,7,80,1,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,9510,2,33,0,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,9399,3,9,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,40675,3,51,1,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,15869,8,89,4,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,967,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,543,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,8988,3,3,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6319,1,6,0,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,13374,4,288,3,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,1951,3,51,2,cases
