report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,348,0,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1654,1,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,982,0,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,37,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,2088,0,2,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,223,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,846,0,15,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,617,2,4,1,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,544,0,1,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,2515,3,4,4,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,2442,0,17,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1029,0,5,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,2549,1,10,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,436,1,3,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,34,0,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,1925,1,2,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,10080,3,20,2,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,1749,5,28,0,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,3560,2,20,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,8917,4,11,2,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1944,1,7,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,121,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,89,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,930,0,3,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,3546,0,2,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,23094,28,435,12,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,587,1,0,1,cases
