report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1548,1,9,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2595,0,3,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,5790,3,6,5,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,696,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3844,0,19,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1125,2,2,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3455,3,43,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1981,10,32,9,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,6021,10,18,3,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,18743,33,168,29,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,8307,5,81,9,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,4462,7,33,5,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,9181,6,6,14,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,8957,5,108,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1992,6,8,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,12031,19,89,11,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,59802,35,579,33,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,16076,18,244,12,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,6276,5,65,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,212762,148,4128,62,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,24160,27,200,11,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,128,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,144,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,3063,3,52,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5857,3,23,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,80751,90,499,53,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11333,34,135,18,cases
