report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,256,0,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1135,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,625,0,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,41,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,790,0,0,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,104,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,544,0,7,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,238,2,0,0,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,194,0,1,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,1184,0,2,0,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,770,0,2,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,426,0,0,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,1014,0,7,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,295,0,3,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,25,0,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,806,0,0,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,5572,2,6,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,788,1,13,0,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,1731,1,9,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,6477,1,7,0,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1912,0,3,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,88,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,91,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,633,0,1,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,1784,0,1,0,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,10170,6,138,1,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,350,0,0,0,cases
