report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,6124,3,2,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,3867,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3686,1,1,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,121,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4905,1,10,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,558,0,5,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,9172,0,3,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,10083,4,14,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,801,0,0,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,10888,5,18,1,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,29501,0,3,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,18402,0,13,2,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,44121,3,6,3,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,5522,1,4,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,2726,0,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,36191,4,5,2,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,278071,82,598,40,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,24668,5,90,1,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,34578,8,26,3,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,126490,31,366,28,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,50678,36,287,25,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4168,1,49,1,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,2436,3,2,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,21896,12,54,11,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,15057,2,4,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,48867,30,1043,7,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,8852,12,121,6,cases
