report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,573,0,2,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2062,1,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1423,1,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,64,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3513,0,3,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,462,1,2,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,1777,2,24,1,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1100,2,14,1,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,910,1,0,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,4158,9,3,9,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,6859,5,72,4,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3579,2,27,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,5574,1,19,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,709,1,8,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,73,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,4050,1,6,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,18645,7,39,3,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,3605,6,45,1,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,8055,4,25,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,10913,4,19,3,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,2118,2,10,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,207,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,111,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1330,0,4,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5104,2,3,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,37958,44,792,17,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,1092,2,3,1,cases
