report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,495,0,2,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,3274,1,4,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2297,3,7,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,190,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4192,1,6,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,665,0,6,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,1992,5,44,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1959,6,28,2,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1698,3,3,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,4649,13,10,11,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,21926,26,339,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,10418,14,130,12,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,11369,10,72,2,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,1823,4,30,2,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,210,0,2,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,8449,4,22,3,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,24931,20,115,8,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,8037,18,220,5,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,13718,7,36,4,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,14499,10,43,6,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,2016,3,17,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,196,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,111,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2380,0,4,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6387,4,14,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,68688,106,1578,60,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,1768,3,11,1,cases
