report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Acre,state,dengue_reported,NA,NA,NA,3303,0,0,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1017,0,8,1,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,4970,1,2,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6192,2,13,0,cases
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,7623,4,4,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,132,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7658,1,5,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,8164,1,8,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,49214,3,8,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,20316,5,23,1,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,15483,3,18,6,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,26800,1,14,2,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,53856,3,8,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,2313,1,2,0,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,42312,4,34,4,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3565,0,1,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,33726,12,158,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,399199,121,927,63,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,52372,9,47,5,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,188464,52,563,43,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,73558,63,440,44,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3803,4,10,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,5015,2,65,1,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,12236,14,190,6,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,66244,44,1321,10,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,16834,4,8,3,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,25947,14,64,14,cases
