report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,370,0,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1707,1,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1066,0,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,42,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,2426,0,2,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,266,0,2,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,1032,0,15,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,642,2,4,1,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,588,0,1,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,2859,4,4,4,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,3032,2,30,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1202,0,7,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,2938,1,11,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,445,1,4,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,36,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,2079,1,2,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,11259,3,24,2,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,1894,6,30,1,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,4461,2,21,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,9473,4,11,2,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,2027,1,7,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,133,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,93,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,968,0,3,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,3826,1,2,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,25625,31,520,13,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,652,1,0,1,cases
