report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1636,5,10,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5417,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3953,2,8,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,1094,0,8,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,7720,11,32,5,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,3121,16,30,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7202,8,17,4,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,7113,24,42,9,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7483,19,41,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,63282,114,652,61,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,21841,4,45,3,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,19831,9,75,4,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,83601,22,72,17,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,20217,11,83,3,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,6305,5,2,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,49272,28,34,11,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,178466,121,944,63,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,26313,53,435,13,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,59428,41,269,20,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,711298,618,12860,448,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,45694,94,350,25,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4441,1,110,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1649,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,21589,10,159,9,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,16745,13,38,6,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,150999,231,2431,76,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,9222,26,74,21,cases
