report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1096,2,0,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1103,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1991,0,3,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,251,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,2964,0,1,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,257,0,2,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2781,0,0,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1669,0,7,0,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,269,0,0,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,7262,1,8,1,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,828,0,3,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,410,0,0,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,1489,0,2,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,365,1,0,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,177,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,3504,0,74,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,14247,4,23,1,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,2639,0,33,1,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,2904,1,11,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,6968,2,15,1,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,3494,0,2,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,173,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,171,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,951,1,2,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,2277,0,3,0,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,10158,9,293,1,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,445,0,6,0,cases
,,,,,,,70843,21,489,6,
