report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2128,5,11,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5876,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,4035,2,10,2,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,1093,0,10,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,8769,12,33,5,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,3161,16,31,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,8847,8,18,5,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,7460,25,44,9,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7587,19,42,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,63377,117,663,64,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,22338,5,46,3,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,21275,10,75,5,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,99422,25,73,22,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,23505,13,95,3,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,8266,5,2,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,53035,28,36,12,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,187049,123,973,69,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,33510,61,570,15,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,66771,48,333,25,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,721252,619,12923,449,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,49121,95,391,25,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4663,1,111,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1771,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,27243,11,218,15,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,19792,14,39,7,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,160889,257,3102,86,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,9562,26,75,22,cases
