report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,430,0,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1779,1,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1204,1,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,58,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,2783,0,3,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,323,0,2,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,1168,0,17,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,737,2,4,1,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,667,1,0,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,3285,6,3,6,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,3633,3,34,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1471,1,8,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,3456,1,12,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,469,1,5,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,37,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,2342,1,4,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,12575,4,28,3,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,2148,7,33,1,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,5605,4,22,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,9838,4,12,2,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,2169,1,7,1,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,160,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,89,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1018,0,4,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,4151,1,2,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,28480,35,577,14,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,783,1,0,1,cases
