report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,216,0,0,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2673,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,345,0,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,45,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,238,0,0,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,80,0,0,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,504,0,0,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,152,0,0,0,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,116,0,2,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,1178,0,1,0,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,556,0,7,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,128,0,0,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,702,0,0,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,251,0,0,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,241,0,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,582,0,0,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,2750,0,2,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,669,2,0,1,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,1605,1,2,1,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,17612,9,55,3,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1950,0,6,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,92,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,62,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1124,0,1,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,426,0,0,0,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,6386,1,1,0,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,233,0,0,0,cases
