report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,358,0,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1532,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,800,0,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,46,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,1544,0,1,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,172,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,649,0,13,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,478,2,4,1,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,357,0,1,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,2024,1,3,2,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,1686,0,12,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,751,0,2,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,1852,1,10,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,363,1,3,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,33,0,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,1416,0,2,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,8152,2,11,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,1221,3,26,0,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,2836,1,12,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,7670,5,10,2,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,2124,0,4,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,94,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,87,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,822,0,3,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,3163,0,2,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,18238,22,321,6,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,518,0,1,0,cases
