report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1770,2,0,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1221,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2055,1,4,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,294,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3809,0,3,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,311,0,3,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3433,0,1,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2567,1,10,0,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,347,0,1,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,10778,0,11,0,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,1394,0,3,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,581,1,0,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,1810,1,4,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,410,1,0,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,182,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,4073,0,78,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,17700,7,27,1,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,3323,0,35,1,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,3642,2,10,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,7728,4,24,2,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,3481,0,2,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,192,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,201,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1022,1,3,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,3191,2,3,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,14099,14,412,3,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,667,3,10,0,cases
