report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1769,3,4,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,6137,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2904,0,4,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,359,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4673,8,20,3,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2180,12,14,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7142,2,19,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,5548,10,29,2,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5030,3,23,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,40279,48,321,15,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,19353,2,19,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,11854,7,33,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,47633,5,20,4,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,7929,0,28,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3420,1,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,31591,8,10,4,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,127381,42,471,17,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,9532,10,95,5,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,36664,25,126,8,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,513478,429,8955,260,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,49052,48,235,17,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4016,0,95,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1712,2,10,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,16167,9,81,7,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,9882,5,7,1,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,92512,82,549,34,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,6146,11,58,6,cases
