report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,491,0,2,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2674,1,4,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2194,3,7,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,144,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4119,1,3,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,644,0,6,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2070,5,44,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1908,6,27,2,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1662,2,2,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,4557,11,10,10,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,20836,27,324,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,10136,14,128,11,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,10697,9,65,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,1727,3,30,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,184,0,2,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,8024,4,19,3,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,23894,19,109,9,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,7743,15,206,5,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,13298,7,38,3,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,13389,10,39,6,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1741,3,17,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,181,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,108,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2158,0,4,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6281,4,13,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,64903,101,1421,58,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,1710,3,9,1,cases
